,Unnamed: 0,Name,Review,Sug/Com,Vader,sentiment_dict_sompound,TextBlob_Subjectivity,TextBlob_Polarity,flair_sentiment
1315,1325,Ankkit,"
Fantastic guitar for beginners..


Really good guitar for beginners..product has met expectation..Good quality in this price range..
",1,1,0.7778,0.75,1.0,1
1316,1326,Saurabh,"
Value for money


The sound quality is average...Good for beginners.
",1,1,0.34,0.4,1.0,0
1317,1327,Abdul,"
Loss of money


Everything is fine but I bought this guitar for 2790 rupees but now it's available on 1999 only..wtf! It's loss na..
",0,0,-0.5411,0.45,1.0,0
1318,1328,Kultar Singh,"
You get what you pay for.


You get what you pay for. It's worth it's price. Practice guitar for me and my kids!
",1,1,0.1007,0.1,1.0,1
1319,1329,rps,"
Great piece for the beginners


Works as expected.. Value for money product.. Great piece for the beginners.
",1,1,0.891,0.6333333333333333,1.0,1
1320,1330,Bodacnu,"
According to cost it's good


Strings are not good and arrangement of strings are not good
",1,0,-0.2292,0.6000000000000001,0.0,0
1321,1331,Manoj B,"
I love it


Go for it
",1,1,0.6369,0.6,1.0,1
1322,1332,Indu nareti,"
Great


The packaging was not as good but I really liked it because it's really helpful for beginners and I am also a beginner :)
",1,1,0.934,0.6700000000000002,1.0,1
1323,1333,Arumugaperumal B,"
Good one


Best product for beginners. Economic and solid.
",1,1,0.8271,0.30000000000000004,1.0,1
1324,1334,Rahuldas,"
very helpful product


strings are very strong its very painful for beginners.
",1,1,0.5413,0.751111111111111,0.0,1
1325,1335,aryan gureja,"
Fits in budget


Awesome product. Good sound quality and specially fits in the budget. Everyone trying to learn guitar or wishes to learn should purchase it.
",1,1,0.8225,0.6428571428571428,1.0,1
1326,1336,Amazon Customer,"
Four Stars


GOOD ONE
",1,1,0.5622,0.6000000000000001,1.0,1
1327,1337,chhabindra kumar sethi,"
Dont buy it


Do not buy it, it rattles a lot.
",0,0,0.0,0.0,0.0,0
1328,1338,NAVED ALI ANSARI,"
Easy to use


I love the product 😍❤️
",1,1,0.8779,0.7166666666666667,1.0,1
1329,1339,Vedika S Joshi,"
Too good at price


Worth buying... totally loved it
",1,1,0.8399,0.5,1.0,1
1330,1340,Deepak Mahajan,"
Average product


Quality is ok ok
",1,1,0.5267,0.4666666666666666,1.0,0
1331,1341,Vikas poonia,"
Very happy with the product delivered.


After seeing a few sketchy review, I was a little hesitant to buy but I want ahead with my purchase to see for myself.I'm quite happy to find genuine product.
",1,1,0.8435,0.62,1.0,1
1332,1342,M R. Qureshi,"
Accessories Missing


Don't get the accessoriesI only got guitar and bagNo extras stringNo strikeNo beltPlease dispatch the accessories
",0,0,-0.296,0.525,0.0,0
1333,1343,Darin,"
Appropriate


For the price, its absolutely an appropriate choice for beginners
",1,0,0.0,0.5,1.0,1
1334,1344,aksharali,"
Value for money this price . Finishing is ok


U need better quality change the stock strings
",1,1,0.7579,0.5,1.0,1
1335,1345,Ayush,"
Waste of money


Not a good product as strings and wood are of worst quality.
",1,0,-0.8521,0.5333333333333333,0.0,0
1336,1346,Rahul Khatri,"
Guitar


Excellent product. Thanks Amazon for such a great deal.
",1,1,0.9081,0.6125,1.0,1
1337,1347,Amazon Customer,"
Amazing...


Amazing stuff... Delivered much earlier then the expected date... Works like a wonder... I love shopping at Amazon... Great quality and super fast delivery...
",1,1,0.975,0.6645833333333333,1.0,1
1338,1348,Pallavipandey,"
It's good but the taar are broken in first use


Worth the money
",1,0,-0.2144,0.35833333333333334,1.0,0
1339,1349,Pritam Dutta,"
It is good but some problem can face in future


awesome product.. it is china product. it sound too much melodious. it is good for beginner to learn guitar..one basic problem is that the neck of this guitar can be banded easily but repair of its is not easy enough..but someone want to buy a guitar for learning. it is awesome
",1,1,0.9089,0.5287878787878788,1.0,0
1340,1350,Rahul,"
Value for money


Very good for Beginners.. value for money
",1,1,0.7902,0.7800000000000001,1.0,1
1341,1351,JERRY,"
Nice


Nice product
",1,1,0.6808,1.0,1.0,1
1342,1352,Amazon Customer,"
worst built quality fretboard is broken bad sound dont buy it buy krafter or yamaha guitar


worst its fretboard is broken bad sound weak wood
",0,0,-0.9758,0.6175925925925926,0.0,0
1343,1353,Amazon Customer,"
Not much good


Product with the presentation is very good but the quality is not much good and the strings are also not good enough so please don't buy it
",0,0,-0.3474,0.6160000000000001,0.0,0
1344,1354,Uttam p.,"
Bigginers budget pack


Good one for beginners
",1,1,0.4404,0.6000000000000001,1.0,1
1345,1355,Kumar B N,"
Nice


Unable to tune it properly.Any tips
",1,1,0.4215,0.75,0.0,0
1346,1356,GG,"
Utterly Disappointed


Damaged product delivered. Guitar Neck found to be broken. Requested Replacement.
",0,0,-0.8648,0.575,0.0,0
1347,1357,Amit Kumar,"
Five Stars


Well it's like your first scrap book when I learn to write. Definitely worth the price.
",1,1,0.802,0.21666666666666667,1.0,1
1348,1358,Rahul tervankar,"
It's good


Guitar manufacturing is good but there is  fret issue
",1,1,0.4404,0.6000000000000001,1.0,0
1349,1359,Sahil,"
Guitar is the best


It's working smoothly and it's best for the beginners
",1,1,0.8555,0.3666666666666667,1.0,1
1350,1360,Meenank Minnu,"
100% satisfied


Best Guitar for this price range. I love it. No problems and its superb.
",1,1,0.9556,0.725,1.0,1
1351,1361,KAALEN BHAIYAAA,"
Lout standing


Perfect for the beginners
",1,1,0.5719,1.0,1.0,0
1352,1362,Rajesh patro,"
Best for this price.


Actually better than expected. Best for this price. Loved it
",1,1,0.9451,0.4600000000000001,1.0,1
1353,1363,Jatinder K.,"
Good quality


This is a great product for beginnersEasy to learn and good quality!
",1,1,0.8805,0.65,1.0,1
1354,1364,Sivarbs,"
Awesome


After tuning its awesome ,good packing must buy
",1,1,0.9022,0.8666666666666667,1.0,1
1355,1365,Rohini A.,"
One Star


Got damage product.
",0,0,-0.4939,0.0,0.0,0
1356,1366,Amazon Customer,"
Good


Good
",1,1,0.7003,0.6000000000000001,1.0,1
1357,1367,Kamalsingh,"
Best Juarez guitar


This is nyc guitar work is fast such a powerful guitar
",1,1,0.7906,0.6,1.0,1
1358,1368,C V Raghu,"
Musical


Amazing for begginers
",1,1,0.5859,0.45,1.0,1
1359,1369,pravindodia,"
Great for beginners.


Great guitar, got quality and exactly same as displayed image.
",1,1,0.8481,0.5416666666666666,1.0,1
1360,1370,Harshad gujrathi,"
Value for money for beginners


Fast delivery, with good condition, so far all good, like the product quality value for money
",1,1,0.9074,0.7000000000000001,1.0,1
1361,1371,Vikram Thakur,"
Strings are weak


The guitar is good according to price money...But the strings are weak...Those were broken when I set to tune them...
",0,0,-0.4767,0.5416666666666666,0.0,0
1362,1372,Hrishikesh K.,"
A Must Buy Guitar!


This product is great considering its price! Price is affordable. The main highlight its the sun's quality this guitar has!It is best for basic people who are learning guitar! Must buy!
",1,1,0.9164,0.3770833333333333,1.0,1
1363,1373,Lekhamoni das,"
Not satisfied


Worst producet , not easy to play...its too hard to play...
",0,1,0.1421,0.84375,0.0,0
1364,1374,Sahishnavi,"
Must buy


Packaging , Delivery , Guitar all are great !!! Must buy. Very happy for the guitar.. Fulfilled my wish for guitar 😍
",1,1,0.955,0.875,1.0,1
1365,1375,Sanjay kumar,"
Bad quality


Wood is of very worst quality and also joint are tampered that's why I return it.
",0,0,-0.8357,0.8333333333333333,0.0,0
1366,1376,Shreyansh,"
Missing part


Here pluctrum is not given with the product!
",0,0,-0.3595,0.05,0.0,0
1367,1377,Amazon Customer,"
Value for money


Got it for 2000 , great of begginers !If you're looking for a head start for a new hobby . This is exactly what you need !!
",1,1,0.8114,0.48484848484848486,1.0,1
1368,1378,ibrahim ali,"
Good guter for begginers


I love this guiter and it is very good for begginers
",1,1,0.8832,0.6600000000000001,1.0,1
1369,1379,Pratik More,"
Good


Cover is good but doesn't have belt to carry guitar.
",1,1,0.4404,0.6000000000000001,1.0,0
1370,1381,Jitendra Kumar Mahato,"
Nice


Nice
",1,1,0.6808,1.0,1.0,1
1371,1382,Amazon Customer,"
Good


Good
",1,1,0.7003,0.6000000000000001,1.0,1
1372,1383,Nikita Jaiswal,"
Down vote to Juarez


Ordered Juarez and luckily got Pluto...Juarez's quality is bad
",0,0,-0.0516,0.5962962962962962,0.0,0
1373,1384,Roland Patrao,"
Five Stars


very nice guitar, nice sound, kids love it, delivered promptly in good condition.
",1,1,0.9225,0.72,1.0,1
1374,1385,Atul P,"
Good product


Good product and good for beginners
",1,1,0.8271,0.6000000000000001,1.0,1
1375,1386,Nengngaikim,"
Jaurez Guitar


Good for beginnersIt also has a good soundRecommended 👍👍
",1,1,0.7003,0.6000000000000001,1.0,1
1376,1387,Thinley,"
Defective


Though the product was a defective piece n not good..we r paying not getting in free rt..so it should not be in defective form..
",0,0,-0.7266,0.8,1.0,0
1377,1388,Christina Bhoir,"
Go for it!!!


Fast delivery and the product is awesome.....😍😍😍😍😍Loved it!!!Worth for the 💰 money!!
",1,1,0.9651,0.6,1.0,1
1378,1389,rohit m.,"
Value for the money


Nice great guitar for the beginners
",1,1,0.8519,0.875,1.0,1
1379,1390,Sunil Saraswat,"
Excellent product marvoulous


It's more than enough for a beigner
",1,1,0.5719,0.6666666666666666,1.0,1
1380,1392,Pramod Dandge,"
Awesome


nice product
",1,1,0.7845,1.0,1.0,1
1381,1393,Hritikmohan,"
so cool


nice product
",1,1,0.688,0.825,1.0,1
1382,1394,praveen,"
Ddurable


Good for all
",1,1,0.4404,0.6000000000000001,1.0,1
1383,1395,Vikram Dangat,"
Good for showpiece as decor


Good for showpiece as decor
",1,1,0.7003,0.6000000000000001,1.0,1
1384,1396,Marudhar Vadhishth,"
Good


like
",1,1,0.6597,0.6000000000000001,1.0,1
1385,1397,VIVEK VK,"
Beginner's Guitar


Good for beginners within budget, do not compare with quality products which costs above 7k.
",1,1,0.4404,0.35000000000000003,1.0,1
1386,1398,Hiralkumar Solanki,"
Value for your happiness


Good product in this price
",1,1,0.836,0.4,1.0,1
1387,1399,Soumya Kannur,"
Five Stars


Good as expected... and the Amazon always care for it's customers. thank you Amazon
",1,1,0.875,0.5,1.0,1
1388,1400,Santu,"
Defective piece received two times.


Two times ordered this and both time I received the damage piece.
",0,0,-0.7269,0.0,0.0,0
1389,1401,Sachin Shelatkar,"
Value for Money


Value for Money
",1,1,0.5859,0.0,0.0,1
1390,1402,Sagar more,"
Nice


Yes I like this product , colour was really Nice and sound quality is good
",1,1,0.9184,0.75,1.0,1
1391,1403,Lokesh g.,"
not good at all


action is too high.
",0,0,-0.3412,0.41333333333333333,0.0,0
1392,1404,Naman j.,"
Bad


One string broken reccived in guitar
",0,0,-0.765,0.5333333333333333,0.0,0
1393,1405,Anuradha Rathod,"
Damaged


I got this in broken state
",0,0,-0.7184,0.4,0.0,0
1394,1406,Roshni P.,"
Awesomeness


Best deal with best price.
",1,1,0.8555,0.3,1.0,1
1395,1407,Syed M.,"
Ok


You can't play all the tunes
",1,0,0.0423,0.5,1.0,0
1396,1408,Aniket,"
Best enough but a little dent in back..minir not big problem..but its a problem😊


Backside is a dent..like a tap of finger..But almost eberything is fyn..Happy with the product
",1,1,0.7935,0.35000000000000003,1.0,1
1397,1409,vaishali k.,"
Nice


Nice
",1,1,0.6808,1.0,1.0,1
1398,1410,Amazon Customer,"
Good


Good
",1,1,0.7003,0.6000000000000001,1.0,1
1399,1411,shiv patel,"
Good


Nice
",1,1,0.6908,0.8,1.0,1
1400,1412,prasad,"
String quality poor


Steing broke now unable to play the guitar
",0,0,-0.5423,0.55,0.0,0
1401,1413,Anirban,"
Entry level basic guitar of good sound quality


Entry level basic acoustic guitar of good quality. Real value for money. Very good for beginners.
",1,1,0.8858,0.41857142857142865,1.0,1
1402,1414,Prem Rai,"
Quality


Light weight, smooth sound quality
",1,0,0.0,0.5333333333333333,1.0,1
1403,1415,ranjan,"
Affordable and good


Good under this price range (1700)
",1,1,0.7003,0.6000000000000001,1.0,1
1404,1416,Muskan,"
Product quality


Excellent product for the ones who are beginners!!
",1,1,0.6467,1.0,1.0,1
1405,1417,Amazon Customer,"
For beginners


I am also new to learn guitar so I will suggest to purches this guitar for beginners its very easy to learn
",1,1,0.4927,0.7272727272727273,1.0,1
1406,1418,Amit Patel,"
Not a good product


Bag quality is not Good and unturned automatically
",0,0,-0.5875,0.6000000000000001,0.0,0
1407,1419,R@ms,"
Five Stars


Its a nice one for beginners.
",1,1,0.4215,1.0,1.0,1
1408,1420,Shishir,"
Nice


With this money, it's nice
",1,1,0.6808,1.0,1.0,1
1409,1421,Samriddhi Tripathi,"
Best guitar


Best guitar for beginners. Sound quality is very good. Value for money. Easy to learn... Very much satisfied with the product 🤗🤗🤗🤗🤗
",1,1,0.9864,0.6022222222222223,1.0,1
1410,1422,LOY PETER,"
Amazing product


LOOK -10/10 , SOUND QUALITY 10/10  BEST GUITAR FOR BEGINNERS AND PROFESSIONALS . THE BEST GUITAR EVER!!!!!
",1,1,0.9504,0.47500000000000003,1.0,1
1411,1423,zaheen,"
Good one


Good for its price
",1,1,0.7003,0.6000000000000001,1.0,1
1412,1424,Hemlata b.,"
Tune it before use


Nice quality guitar after tuningIt sounds good
",1,1,0.6908,0.8,1.0,1
1413,1425,Jamal,"
Good


Perfect guitar everything good and worth for cost
",1,1,0.886,0.5750000000000001,1.0,1
1414,1426,Dhiraj,"
#not like


Very nice  pic but not good at all 🤐🤐🤒🤒🤒😠😠
",0,0,-0.9364,0.8,1.0,0
1415,1427,Piyush dhabhai,"
Affordable price


Very nice product for beginners thank you Amazon.
",1,1,0.7425,1.0,1.0,1
1416,1428,aniruddha,"
0 points for delivery time


Product is very attractive sound quality is ok. But delivery time was very long. Literally frustrated with delivery time.
",0,0,-0.5992,0.524,1.0,0
1417,1429,Vipin balodi,"
best


for beginner
",1,1,0.6369,0.3,1.0,1
1418,1430,Shubham,"
It's ok


Nice guitar still working
",1,1,0.6124,0.75,1.0,0
1419,1431,nitesh,"
Neck is broken


Received damaged /broken item. After then apply for Claim to refund
",0,0,-0.8442,0.4,0.0,0
1420,1432,Savi dhoat,"
very bad product. i receive a damaged guiter whos string ...


very bad product . i receive a damaged guiter whos string is broken i want my money back bt they shd replace not return so plzzz dnt bought this guitar
",0,0,-0.945,0.5333333333333333,0.0,0
1421,1433,yogeshwari chouhan,"
Having more gap then normal guitar


It's string have more gap, Fred board is bended minorly
",0,0,0.0,0.46249999999999997,1.0,0
1422,1434,Subir,"
Decent guitar for starters!!


My son is happy with the guitar. So am I. Thanks
",1,1,0.815,0.6222222222222221,1.0,1
1423,1435,Sakib,"
Less price good quality


Less price good quality. Sounds good! Excellent for Learners like me!
",1,1,0.9316,0.48888888888888893,1.0,1
1424,1436,Ajay Kumar Gupta,"
Worst product ... Not even worth 0 rating


0 rating.. Strings are also not working because the product is broken... I need my money back 😡
",0,0,-0.8345,0.375,0.0,0
1425,1437,customer,"
Totally bad quality.. Don't by this.


TOTALLY WORST QUALITY. STRINGS ARE BAD QUALITY. DISTANCE BETWEEN STRING AND NECK IS TOO MUCH. NECK OF GUITAR IS BROKEN. VERY BAD PIECE. NEVER BY THIS GUITAR.. I repeat. NEVER!!
",0,0,-0.9789,0.6333333333333333,0.0,0
1426,1438,Amazon Customer,"
Nice but damaged


This product was damaged when I was opened.so now i returned .
",0,0,-0.7783,1.0,1.0,0
1427,1439,Dhanraj nair,"
One Star


it will be a waste of money
",0,0,-0.4215,0.0,0.0,0
1428,1440,Ravi,"
Review of the guitar


Good for the beginner like us...
",1,1,0.6597,0.6000000000000001,1.0,1
1429,1441,Shreyas BS,"
Not bad for beginners


I just bought this  3 days ago and loving it so far since it's my first guitar. It's not that good but it's not bad either. The E high string broke after 3 days. They gave me some extra strings so it's fine ig.
",1,1,0.6558,0.5951851851851852,1.0,0
1430,1442,Vinit Hundekari,"
Super


It was amazing for me.Just in 1700 awesome product.Thank you so much.
",1,1,0.9153,0.6916666666666667,1.0,1
1431,1443,Pooja g.,"
Woow


Very much satisfied with packing sound and it's glossy finishDon't listen to any one just order it.
",1,1,0.4728,0.7,1.0,1
1432,1444,Kinx,"
ok


Damaged and rusted strings.
",0,0,-0.1779,0.5,1.0,0
1433,1445,Amazon Customer,"
amazing packing.


Worth buying this guitar....amazing packing...delivered at d time promised. Quality is awesome..i would definitely recommend this
",1,1,0.9081,0.5,1.0,1
1434,1446,Chanchal Nikhilesh Pathak,"
The product is totally damaged.


Given piece is defective and damaged in condition
",0,0,-0.8399,0.75,0.0,0
1435,1447,Edwin,"
I was cheated


With the guitar, a bag, strings, strap, etc. had been offered.  But I received only the guitar.
",0,0,-0.2846,1.0,0.0,0
1436,1448,Rajesh Ghosh,"
Okayish


Great sound quality and light weight guitar.Did not receive the plectrum and the quality of the bag is quite poor. The paint on the guitar is ruined at a few places.
",0,0,-0.3384,0.51,1.0,0
1437,1449,parththakkar,"
Very good


Supurb mind blowing performance
",1,1,0.4927,0.7800000000000001,1.0,1
1438,1450,Dj Gaikwad,"
Good


Good for beginners
",1,1,0.7003,0.6000000000000001,1.0,1
1439,1451,akash barman,"
nice


for the beginners this guiter is value for money.
",1,1,0.6369,1.0,1.0,1
1440,1452,Anirudh Panwar,"
Decent product


Decent nice product
",1,1,0.4215,0.7777777777777777,1.0,1
1441,1453,Zaidi,"
Great product


Good for kids
",1,1,0.7906,0.675,1.0,1
1442,1454,Umesh S.,"
I am also a beginner


Very good guitar at this priceReally nice
",1,1,0.7178,0.8900000000000001,1.0,1
1443,1455,Amazon Customer,"
Add weight in product


Quality is very poor/ this not value for money.
",0,0,-0.6629,0.3,1.0,0
1444,1456,#Angel,"
Fantastic Guitar


Best a person could have in such amazing price.
",1,1,0.9118,0.65,1.0,1
1445,1457,Amazon Customer,"
Just ok


Okish, cover zip already broken when received, but decided to keep it
",0,0,-0.1154,0.45,0.0,0
1446,1458,Anupam raisim kerketta,"
Don't buy


Don't buyNot good for learnersBad sound quality
",0,0,-0.3412,0.5,1.0,0
1447,1459,Amazon Customer,"
Four Stars


good one ...
",1,1,0.4404,0.6000000000000001,1.0,1
1448,1460,Dineshmirror,"
Value for money


Very good product....valur for money nd best for beginners
",1,1,0.8687,0.54,1.0,1
1449,1462,Sudip Konar,"
Happy


👌
",1,1,0.87,1.0,1.0,1
1450,1463,gokul nath,"
Ok


Velue for money
",1,1,0.296,0.5,1.0,0
1451,1464,Amazon Customer,"
Learn guitar


For music playing
",1,1,0.2023,0.0,0.0,1
1452,1465,Prashant,"
Good product


Value for money
",1,1,0.6486,0.6000000000000001,1.0,1
1453,1466,Avadhesh Motghare,"
Beginners Toy


One of the best guitar for beginner u can ever use
",1,1,0.6369,0.3,1.0,1
1454,1467,shweta singh,"
Awsome product.


Awsm product along with bag, extra string, chord to play.. Perfect for begginers.
",1,1,0.7269,0.55,1.0,1
1455,1468,Amazon Customer,"
One Star


Products is damaged pls return to the items
",0,0,-0.3818,0.0,0.0,0
1456,1469,B S.,"
Nice


This the best guitar for the beginners
",1,1,0.7906,0.65,1.0,1
1457,1470,sateesh,"
Value for money


Best one for starters.The extra strings came in handy for me.The quality is also good.G o for it.dont think much
",1,1,0.765,0.375,1.0,1
1458,1471,divyesh gamot,"
Tuning is bad, and so is build quality.


Guitar is good for the price but it is getting out of tune very fast.
",0,0,-0.0772,0.6822222222222223,0.0,0
1459,1472,Jainam,"
Improve the sound and string quality


Strings must be good in every guitar but in this company should improve
",0,1,0.775,0.5,1.0,1
1460,1473,Kirti goyal,"
Very much satisfied


Took risk calling this product...but the risk is worth it ..the guitar is very good it's been two year since n still in it's original position
",1,1,0.7408,0.6575000000000001,1.0,1
1461,1474,Shreesh Tiwari,"
Review after 1 Year ( Amazing Quality)


Such an really amazing quality, go for it without any doubt.
",1,1,0.8751,0.7666666666666666,1.0,1
1462,1475,Vivek Lahoti,"
So so product.


Not a quality product.Just a working product to simply get awareness about guitar
",0,0,0.0,0.35714285714285715,0.0,0
1463,1476,Hitesh bhanushali,"
Damage






                    The media could not be loaded.
                



 Prodoct is damage
",0,0,-0.7506,0.0,0.0,0
1464,1477,G. Ramya,"
Nice


The guitar was soo nice. Simply loved it 😍😍
",1,1,0.9382,0.9333333333333332,1.0,1
1465,1478,Amazon Customer,"
Love it


I m happy to have this product 😊 osm for beginners
",1,1,0.9313,0.8,1.0,1
1466,1479,Ajitkumar,"
Nice


Best for beginners. Only problem i faced is paint comes of very easily..
",0,1,0.7902,0.825,1.0,1
1467,1480,Vishakha sawant,"
Nice guitar


Very good product
",1,1,0.7178,0.8900000000000001,1.0,1
1468,1481,Anita Sharma,"
Sound quality


Good but, acceptable sound quality 🎸
",1,1,0.5994,0.4666666666666666,1.0,1
1469,1482,jammigari abhilash,"
Superb product worth full


Awesome product, completely satisfied
",1,1,0.9216,0.7300000000000001,1.0,1
1470,1483,Shexon,"
Product is damaged . No issue in the packing but product have damage


Product was damaged little .  Replacement request placed
",0,0,-0.8934,0.5,0.0,0
1471,1484,ARYAN PARMAR,"
Very good guitar.


It is very good but it's wires are very weak.
",0,0,-0.2724,0.7908333333333335,1.0,0
1472,1485,Subham k.,"
Nice product


Really this is the best product in this price
",1,1,0.7906,0.5,1.0,1
1473,1486,Clement jai kumar,"
Good product... Beautiful😍💓


Good product... Beautiful😍💓
",1,1,0.9913,0.6000000000000001,1.0,1
1474,1487,Saurabh,"
Not the best guitar to learn.


The gap between fret board and string is huge. Even the sound quality is not much great.
",0,0,-0.6555,0.5875,1.0,0
1475,1488,Abhishek,"
Perfect if you're learning


Bought it as a guitar for learning when I peaked interest. Loving it so far.
",1,1,0.891,0.9833333333333334,1.0,1
1476,1489,Ajeet kumar,"
Excellent


Can't believeThis is so niceGood Amazon!
",1,1,0.7158,1.0,1.0,1
1477,1490,Amazon Customer,"
First time user


Sound quality is good
",1,1,0.4404,0.4444444444444445,1.0,1
1478,1491,Kumar Anshuman,"
Damaged bag


Received damaged bag,
",0,0,-0.7003,0.0,0.0,0
1479,1492,martin james,"
More than the expected disappointment


I knew the quality of the item when it is been of this price. But the quality still worse than expected disappointment.
",0,0,-0.8945,0.44999999999999996,0.0,0
1480,1493,paswanv@rediffmail.co m,"
Awesome


Must buy this product
",1,1,0.6249,1.0,1.0,1
1481,1494,Paresh,"
Value for money


The Guitar is good for learning but,for adult it is small. The gap between strings is law so fingers doesn't feet with it. By the way for adult girls and kids about 15 years it is value for money. Good looking good sound and build quality.
",1,1,0.91,0.4571428571428572,1.0,0
1482,1495,Arumay M.,"
Excellent


For beginners
",1,1,0.5719,1.0,1.0,1
1483,1496,Mytreyee,"
NYC product


The product is toooo gud.....Iam really satisfied n very happy wid this product ....n it worth the price.....
",1,1,0.8396,0.7000000000000001,1.0,1
1484,1497,Pankaj,"
Guy's don't buy...


Very less Sound...
",0,0,0.0,0.24333333333333335,0.0,0
1485,1498,soumya akki,"
Superb


Best to beginners
",1,1,0.8519,0.65,1.0,1
1486,1499,Chandradeep Mahto,"
Beginner guitar


Best guitar for the beginners... Loved it 💘
",1,1,0.9231,0.55,1.0,1
1487,1500,Aman rajak,"
Haha






                    The media could not be loaded.
                



 damage damage damage
",0,0,-0.1955,0.3,1.0,0
1488,1501,Kanish,"
Best gift for your music friend


Gifted it to my gf. She loved it. 😍
",1,1,0.9531,0.7000000000000001,1.0,1
1489,1502,yogesh mishra,"
Fast delivery


This guitar is worth the price for beginners
",1,1,0.2263,0.35,1.0,1
1490,1503,kunal jain,"
Five Stars


Best in range
",1,1,0.6369,0.3,1.0,1
1491,1504,Amazon Customer,"
Jurez 38 good


Excellent 👌👌👌🆗👍
",1,1,0.9797,0.8,1.0,1
1492,1505,Mehjabin Mehrin,"
Worst


The worst product that I ever had purchase😡
",0,0,-0.8481,1.0,0.0,0
1493,1506,Satyam kumar,"
Body quality is not well & string detune problem


quality is not well & string detune problem.
",0,0,-0.7922,0.0,0.0,0
1494,1507,Shayan,"
Go for it!!


Awesome...  Don't hesitate..  Go for it..  Value for money!! My first guitar n I made the perfect choice.
",1,1,0.9214,0.7777777777777777,1.0,1
1495,1508,Ratna,"
Value For Money


Just Go For it Completely Value For Money
",1,1,0.624,0.4,1.0,1
1496,1509,S K BAJAJ,"
Five Stars


great product
",1,1,0.6249,0.75,1.0,1
1497,1510,Jordan,"
Best in the range


Perfect  for begineers equivalent to guitars in 4k range
",1,1,0.836,0.65,1.0,1
1498,1511,Tasimeh Sangma,"
The product was great


It's good for the beginner....The product was great but they don't give all the product......
",1,1,0.7227,0.7000000000000001,1.0,0
1499,1512,Nilesh M.,"
Loved It😍😍


The product is really nice. Really like it.
",1,1,0.9437,0.6666666666666666,1.0,1
1500,1513,Amazon Customer,"
Awesome


Good product
",1,1,0.7906,0.8,1.0,1
1501,1514,Ashish Sureka,"
Good


At this price good one for beginner
",1,1,0.7003,0.6000000000000001,1.0,1
1502,1515,Ranjit,"
Broken guitar


Recieved a broken guitar. It's so pathetic.
",1,0,-0.8988,0.6,0.0,0
1503,1516,Amazon Customer,"
Five Stars


Awesome product !
",1,1,0.6588,1.0,1.0,1
1504,1517,Rigzen Namgail,"
Awesome product


Best for beginners  .... i will definately recommend tto buy
",1,1,0.8957,0.65,1.0,1
1505,1518,Amazon Customer,"
Good


Good
",1,1,0.7003,0.6000000000000001,1.0,1
1506,1519,Vinay,"
Good


Good
",1,1,0.7003,0.6000000000000001,1.0,1
1507,1520,Gourav,"
Nice


Good
",1,1,0.6908,0.8,1.0,1
1508,1521,Vision,"
Average product


String 1 is too week, breaks in 30 min only
",0,0,0.0,0.7,0.0,0
1509,1522,Nitesh,"
Super...


For my Daughter....
",1,1,0.5994,0.6666666666666666,1.0,1
1510,1523,Amazon Customer,"
good product but worst shipping.....


sring are not pro but not soo bad too overall product is best in such price
",0,1,0.7073,0.5111111111111111,0.0,0
1511,1524,Tarun chauhan,"
Good for Beginners - Nice Guitar


Packaging is good!Good for beginners!Black color looks stuning!Overall - 4.5/5
",1,1,0.7633,0.8,1.0,1
1512,1525,Nikhil Kumar,"
Very bad quality


Very bad quality
",0,0,-0.8218,0.8666666666666667,0.0,0
1513,1526,anil salhotra,"
Really nice


Really nice
",1,1,0.7543,1.0,1.0,1
1514,1527,Aagat Choubey,"
Only for beginners


Tone not up to the markGuitar strings are not perfectly aligned!But quality ok okAnd its nice in the range 2-2.5K
",1,1,0.2321,0.875,1.0,0
1515,1528,Hugo,"
Pakage in cycle


Awsome pakaging, din't expect the parcel so big riding in the cycle, hehe, keep up the gud work.... 😁😀👍👍👍👍👍👍..
",1,1,0.6705,0.1,0.0,1
1516,1529,Paras Kumar,"
West of money


Product is damage.& 1string was already broken.
",0,0,-0.743,0.4,0.0,0
1517,1530,T Rishi,"
Nice to start with it


Good for beginners
",1,1,0.6908,0.8,1.0,0
1518,1531,Rajat Kumar Dhingia,"
Okay okay


It's good for beginners , also affordable,
",1,1,0.6908,0.5333333333333333,1.0,0
1519,1532,N.Bharati,"
Good


Best for beginners
",1,1,0.7964,0.45000000000000007,1.0,1
1520,1533,Nagendra,"
But it's a good


Running was not done when in received the guitar. But it's a good purchase
",1,1,0.8271,0.6000000000000001,1.0,1
1521,1534,rohith naidu,"
Good one 👍


Much satisfied than expected
",1,1,0.6908,0.6666666666666666,1.0,1
1522,1535,Amazon Customer,"
I like it


Nice
",1,1,0.6486,1.0,1.0,1
1523,1536,Sagar,"
Useless


It's a waste of money it's not a good recomend for beginners
",1,0,-0.7909,0.26666666666666666,0.0,0
1524,1537,amazon customer,"
Three Stars


Good
",1,1,0.4404,0.6000000000000001,1.0,1
1525,1538,Amazon Customer,"
only if you are okay with a small guitar


quite small
",1,1,0.2263,0.575,0.0,0
1526,1539,Amit Kumar,"
Two Stars


For starter only sound is not great just ok
",0,0,-0.6348,0.6625,1.0,0
1527,1540,sumit nagpal,"
Very cheap


Sound quality is not good. Used cheap woodPersonally not recommend to buy this
",0,0,-0.5448,0.6525000000000001,1.0,0
