,Sl No,Name,Review,Suggestion/Complaint,Vader,sentiment_dict_sompound,TextBlob_Subjectivity,TextBlob_Polarity,flair_sentiment
2028,57,Ajay Sanala,"
No truss rod






                    The media could not be loaded.
                



 After some time the neck is going to bend and there is no truss rod to adjust. Due to this distance between strings and frets will increase. Would've given 5star if the product is included truss rod.
",0,0,-0.2732,0.375,0.0,0
2029,58,SAMRAT DEVGUPTA,"
Packaging was horrible


The Guitar is very good in this price range but I just wonder how it survived the travel because the packaging was very bad and the outer package was torn very badly..... when I saw the package I thought there is no way the Guitar is intact inside but fortunately it was......
",0,0,-0.8619,0.8426666666666668,0.0,0
2030,59,Ved Shukla,"
Best for Pre-beginners


I got excited about guitars after I saw a few guitar videos and tutorials. I was not sure if I can maintain my interest in learning and playing guitar. Hence without much investment, I was looking for an average quality guitar.This guitar does the job, although the quality is definitely at par with Yahama or Faith guitars. If you are a pre-beginner and wants to learn the basic strumming, fingering and chords, this guitar will do the job. Once you reach a beginner or intermediate level, you can go ahead with better quality guitars.You also get extra set of strings, 2 picks and an average quality bag.I broke A string on the very first day while trying to tune the guitar, hence extra set of string comes handy. Be careful with tuning.If someone is a pro and has used quality guitars, they might find this guitar below average. But for pre-beginners like me, it just does the job.I got this for 2200 but I have seen a few people buying it for 1900 to 2100 as well. If you are getting it under 2500, its a fair deal I guess. Also you can have a look at Intern guitars as well which are also for pre-beginners.Overall happy with the product.
",1,1,0.9748,0.45986111111111116,1.0,1
2031,60,Kriti Mukherjee,"
This is not even a guitar, piece of junk.


I am playing guitar for 17 years and I haven't seen a Bad guitar like this one ever.  This is not even a real guitar. It is simply a toy. The fretboard is a joke. It was arrived neck broken, never mind.  The quality is awful too. It is very light, the neck was loosely attached and the wood was very bad,I need a refund, I don't want replacment.Simply don't buy it. Waste of money.Re. The situation becomes pathetic when the refund part comes, they simply avoided pickup telling verification failure and didn't also replaced the order.  Nuisance is going on here.
",0,0,-0.7219,0.4883485958485958,0.0,0
2032,61,Ganeshwar,"
Think twice


I bought this guitar during lockdown oct 2019. It's kind of late as I'm writing this review (i have exams tommorow i don't know what Iam doing xD)So basically this guitar is a beginner guitar but in my opinion a beginner should not have any kind of Barrier blocking them to become a good guitarist and i think this guitar kind of makes the journey less fun, why? Because the sound quality is really very poor it also only has 18 frets, acoustic guitars have 20. It shouldn't really make a difference since you wouldn't be playing that high when first starting out until you reach 1-2 years.TLDR: try to push your budget a bit more and consider buying a dreadnought guitar. Iam altho very grateful for having this as my first Guitar, it taught me how to maintain my guitar.
",0,0,0.0169,0.5090196078431373,1.0,0
2033,62,kumar siddhartha,"
Good product for beginners, easy to learn






                    The media could not be loaded.
                



 Depends on your learning aptitude
",1,1,0.7003,0.7166666666666668,1.0,1
2034,63,Ray Mathew,"
Not worth your money


People would think that it’s a steal at just Rs. 5000 but in reality they just steal your money. This thing is just a piece of wood with strings. 3 of them broke when I was tuning it for the first time, and it never sounded accurate.You can call it a beginners guitar if you don’t really care about the perfect sound and just want to get comfortable strumming and learning new notes.
",0,1,0.7396,0.46969696969696967,1.0,0
2035,64,Rahul,"
Good guitar for 2000rs.


I was using this guitar for more than 6 months and I didn't found any problem for beginners.Yes it has some mistakes while making the guitar such as high distance between the fretboard and strings, dots on the guitar, total number of frets, hardness of strings, scratches on the body, small dent on body etc. But what you can expect to get in 2000rs.Still It is good for beginners who have small budget for learning the guitar. You can purchase this guitar for learning the basics and can use it for maximum 4 to 5 months and then move on for Yamaha, Cort or Fender guitars.
",1,1,0.7163,0.53625,1.0,1
2036,65,Nainar,"
For 2500, this is a great guitar, sounds just nice


The first one that arrived - the neck was completely broken in to two. So before you receive the package, check package integrity. Mine was looking ok, but still I can see a dent marks in the neck area where the guitar was broken.Amazon picked my broken guitar and immediately replaced it with the new one in no time.When they picked the old one, I was looking for the Neck Band, Extra Strings and Strummer. They were not found. But then only when I got the new guitar I realised they were inside the guitar bag's side pocket. The moment I opened the cardboard box, I knew the neck was broken before I can take the guitar out of the box - just via the transparent polythene package.So thanks to Amazon for replacing it quickly, but at the same time, caution to those who are ordering this guitar to just pay attention to the package detail and inform the delivery person in advance. I don't think we can do nothing else but just give an attempt for replacing the guitar.
",0,0,-0.5785,0.4544949494949495,1.0,0
2037,66,Rahul Kumar,"
Not even for beginners.


This product is inconsistency in action. If two people buy this same guitar they can get different action that too with huge difference. The first time i got this action was 5mm for 1st string and that is too high to begin with. I went for replacement and the product i got for replacement had 6mm action. So I would suggest not to waste yout money on these kinds of guitar. Even if you are a beginner and if you can spend 2-3K extra then plz buy a good guitar in 5K segment. This I would not suggest to anyone. As the action is high you will face a lot of difficulty in pressing the strings.
",0,1,0.6632,0.30273809523809525,1.0,0
2038,67,lonebullet,"
Good for people who don't see themselves playing in the long run


Hi guys,This guitar is not a bad guitarOnly if you feel like you wanna experiment with playing guitarBut I do not recommend it if you're extremely serious about taking up guitar.There are amazing guitar s if you increase your price range a bit (maybe 4000 rupees). Because this guitar only has 19 frets and is extremely hard to okay because of high action. The tuning legs are of low quality and sound quality is average at bestPlease think about buying guitar s from bands like kaps, kadence or even Yamaha (the f310 is an amazing choice for everyone)Hope I was helpful.
",1,1,0.9603,0.5653571428571429,1.0,0
2039,68,Online Shopper,"
Hobby, School or learning for social media. This is good






                    The media could not be loaded.
                



 Cover, strap, extra wire. Tuner and perfect at the rates. This is a review after 2 years. No breakage in wood or wire. Very popular in social media, hobbyists, and learning students
",1,1,0.8173,0.47222222222222227,1.0,1
2040,69,Md,"
waaaawooooooo..😍


this guitar is really osm.....sound quality is amezingggg..packeging is unbheliveable.just care fully tuned means slowly one's  and aftar that play how you want.look,colour,sound,packeging,qulity is no one can give in this price..and 2000Rs for this product its ok im happy with that..😍😍😍😍😍😍my dreems comes true
",1,1,0.985,0.55,1.0,1
2041,70,R V P R K PRASAD,"
Average product. Please buy only if you have low budget.


I was searching for a good guitar and I found this one. The reviews were good. But the wasn't too good. It's just average. This is my detailed review.ProsIt is very cheap.Good colour and attractive bodyConsI have seen many reviews saying that it is good for beginners. But it is not. It's action is very high and it will be difficult to play this . For those who don't know what action is it is the distance between strings and fret. It is very high which makes it difficult to play.Also it is getting out of tune very frequently.If you can buy a better one please do.If this your only choice then it's up to you
",1,1,0.8999,0.593047619047619,1.0,0
2042,71,MWP,"
Best guitar for less money


Very good for a beginner.Guitar is superb.Tune it with somebody whose professional or use Guitar Tuna app. Or Yousician.I only have a problem with the guitar cover the straps are weak and the cover is of cheap quality. Weak stitches.Could charge a bit extra and provide quality cover and a stand and tuner .That would make it a perfect deal.But then in 2000 it's fine. Can get the cover stitched.Overall happy with the purchase.
",1,1,0.8329,0.5663888888888889,1.0,1
2043,72,Amazon Customer,"
Good option with affordable price


The price is affordable and quality is not that bad. Its working fine. I purchased this guitar for my kid who is moody so not sure if he will continue to learn guitar in long run so for me this was good option to buy as the price suits my pocket.. and its have been 6 months using it. No regrets
",1,1,0.7795,0.5507936507936508,1.0,1
2044,73,Jewelson,"
Better get a nylon string


While tuning with guitar tuning app the E stainless string, which is the shortest first came lose then broke from the bottom side. Its Good that they have spare strings already given. Poor quality strings.Sound is good. Everything is okay.Guitar (beginners) 5/5Strings quality 2/5 (go for nylon strings)Sound. (5/5)Experience (3/5)Great quality except for stainless strings.
",1,0,0.0258,0.4333333333333334,1.0,0
2045,74,Brihad,"
Unplayable - Action is too high!


Do not buy this product, even if you're an absolute beginner!I received this guitar yesterday and immediately learnt that the guitar action is too high. For those who don't know what guitar action is: it is the distance between a string and the fretboard of the guitar. While guitars are meant to have 0.2-0.25 mm of action ideally, the one I received had it as 0.5mm, making it unplayable. As a beginner you may not notice this right away, but playing anything on this guitar will be impossible for you and you'll wonder if something is wrong with you.I have ordered a replacement from Amazon, will update my review based on the replacement guitar.PS: you cannot adjust this without taking it to a shop, which will cost you a lot. It's better to just add a bit to your budget and get a better, playable guitar at 6-7k.
",0,1,0.8513,0.5477142857142857,0.0,0
2046,75,JM,"
Will recommend beginners to buy this... Headstart in the right direction!


Good quality guitar... However the string quality isn't very durable .. the first string broke on tuning and when replaced by the extra set of strings ...It broke again... Had to buy from a music store... However... My guitar ""sir"" did say that the quality of the guitar was good except that there is a certain level of buzzing that the strings produced in initially... It did fade away with time.... and especially since it came with guitar case and picks etc... It is value for money. Only my first string has broken... The others are still intact... So hence giving 4 stars for this product... I would recommend it to beginners to buy it. Have been using it for more than a month now
",1,1,0.8545,0.4826007326007326,1.0,0
2047,76,saswat bohidar,"
Very good guitar specially if u are a beginner


Very good guitar specially if u are a beginner. Nothing can beat the value for money spent on this one. Smooth finish, sturdy strings, good sound. Just got one yesterday..have to see long long it lasts.
",1,1,0.893,0.5102857142857145,1.0,1
2048,77,Sneha,"
Good quality for beginners as per the price


I have been using this guitar for a month now and it’s going good. Sound is okish and quality is not so bad either when you look at how inexpensive this is. I am a beginner so didn’t want to spend much on a guitar at this stage so bought it based on the reviews. Overall a good quality inexpensive guitar.
",1,1,0.9163,0.43809523809523815,1.0,1
2049,78,Amith B.,"
Good product to learn. But packaging is Bad


The first guitar which I received had crack on its neck. As soon as I started tuning it the crack got widened up. So I asked for an exchange. Within 2 days I got exchange product which has a dent and small crack on the bottom part. I asked for exchange but they refused saying an order can be replaced only once. They are ok to give me a full refund by returning guitar. But I'm not sure I'll get an guitar with an offer price of 1700 in future. So I'm ok with it since damage is minimal and does not affect the tuning.Sound quality is goodStrings are not good. Better to change it with good grade strings.Product packaging and making is not all upto the mark. Guitar has cracks or damage in any one of the place.Overall a good guitar for a beginner untill he learns to play in a short period of time
",1,0,-0.7931,0.5477430555555555,1.0,0
2050,79,PVS,"
Two star rating exclusively for pathetic amazon delivery and customer support


Product quality is acceptable. At 2000 Rs. this is worthy. Two star rating exclusively for pathetic amazon delivery and customer support. Delivery late by a week. Seller is good, shipped the guitar immediately. Very good guitar for beginners. Bag quality is acceptable. Overall a VFM product.
",0,1,0.8999,0.7114285714285715,0.0,0
2051,80,pranav,"
""DO NOT BUY THIS FAKE PRODUCT""


Do not buy this product, I repeat ""DO NOT"". The strings are absolutely the worst quality, and the distance between the fret and the strings are too much. This causes extreme pain to your fingers. I wanted to learn a guitar and thought I would go for a good/cheap guitar. And this guitar completely killed my enthusiasm to learn the instrument. I hope you guys don't get scammed like I do.
",0,0,-0.9366,0.6833333333333332,0.0,0
2052,81,Charlie,"
OK for a casual use.


For someone who wants to seriously learn, may be you can spend a bit more.My main problem with this is that the Fret to String distance(Action) is too much!The frets are almost flat to the board and hence you need to press hard.Its difficult to play Barre chords due to the requirement of pressing the string too hard.
",1,0,-0.1177,0.500925925925926,0.0,0
2053,82,Sudeep,"
The Full Package - If everything was of low quality


First off, this is an insanely cheap product. So keep that in mind. The fretboard is completely flat so it's really hard to play bar chords.The sound quality is okay at best. The steel strings are really poor and both pairs snapped very quickly for me. But that was okay since a good set will only cost you ₹350. If you are not sure about investing in a good guitar yet, this is will do the job.
",1,1,0.8506,0.5368055555555555,1.0,0
2054,83,Nihar vispute,"
Excellent product for beginners and you can learn easily with it!


Actually this is one of the best product with such a reasonable price, and with such a satisfactory outputs, sound is too good , the bagg is of medium quality, you gets 2 picks, and a set of stringstoo , soo to sum up you are geeting a big deal, don't miss it!This is not for pro level guitarist and for any experienced one, this is just in sake of learning and later you may buy a better product than this which are slightly costly
",1,1,0.9613,0.46428571428571436,1.0,1
2055,84,usha krishna kumar,"
Damaged itemi have received the prompt return. Thank you for the quick service


This guitar was initially delivered with broken strings.the eagerly awaited replacement came but the base was unstuck in sich a way as to make it impossible to use. Very disappointing gift for my grandson. Still hoping this time the problem is sorted and he receivesa good guitar
",0,1,0.4639,0.63,0.0,0
2056,85,Rajat,"
Some important point to be noted


Look guitar is good according to the price but there are some thing i dont like it example...I don't got any pick, guitar is like used color is removing n dots r not same as shown and also the most important part sound is not good of the guitar but if u r very beginner then its good n if u want to tune this guitar with tunner form app then please dont try it u will end it brokening all the string.... Tell wid experience just set it manually.... Still giving 4 stars for cheap product and delivery on time..
",1,1,0.9155,0.5825,1.0,0
2057,86,Biren,"
Never never buy this products.


First of all quality of strong is not good. Extra wires are damaged.Most- horrible return. It has been more than 10 days and no one came to collect it. I have been calling amazon customer care and getting false promises.DO NOT EVER BYE THIS PRODUCT. You have lots of options outside.
",0,0,0.0243,0.4895833333333333,0.0,0
2058,87,Akshay,"
Product is ultra good!


I have started learning guitar 6 months ago and I am glad i selected this one. I brought it to impress my crush. I wanted to play her favourite Enrique song (Somebody's me). The quality of this product is ultra good for biggenners. (Especially if you are only aiming to learn handful of songs). It was super difficult in the beginning but I have learned 5 songs till now. This guitar has served it's purpose ☺️.
",1,1,0.9051,0.8380952380952381,1.0,1
2059,88,Sadiq quraishi,"
Sound quality is best






                    The media could not be loaded.
                


",1,1,0.6369,0.35,1.0,0
2060,89,Roshan Paul,"
Not suggesting


Price ans make is perfect for beginners but the G string was faulty in the Guitar I got. Despite taking to various shops the same could not be tuned and as a result guitar is of no use.Pls consult a guitarist before buying rather going for the price attraction.
",0,1,0.1531,0.5416666666666666,1.0,0
2061,90,PG,"
Looks good and suitable for beginners


It looks good and is suitable for beginners. But the bag is of inferior quality. It didn't fit, was smaller and the zipper came off immediately. Since there is no option to only exchange the bag, I didn't bother. But my daughter is happy with the guitar. The sound is good and proper.
",1,1,0.746,0.609090909090909,1.0,0
2062,91,Amazon Customer,"
Best guitar ever


THIS IS THE BEST GUITAR EVER. I JUST LOVE THIS GUITAR. THIS IS THE BEST GUITAR EVER. I JUST LOVE THE PACKING AND I WAS ABSOLUTELY AMAZED TO RECEIVE SUCH A DETAILED INSTRUCTION GUIDE ALONG WITH THREE PICKS, SIX EXTRA STRINGS AND THE BAG IS JUST AWESOME. TOTALLY RECOMMEND THIS GUITAR. JUAREZ ACOUSTIC GUITAR IS THE BEST.
",1,1,0.9935,0.5333333333333333,1.0,1
2063,92,Lavanya,"
Pls do not buy this guitar I repeat do not buy it


For beginners or for professionals this guitar is useless I bought it nd when I played for 10 days the ""Bridge"" got broke nd sound quality is the worst even one star is too much for this guitar only useful to showcase on the wall not for playing..I regret buying this pls don't buy any guitar without professional suggestions I recommend you to buy 5k guitar with truss rod
",0,0,0.0083,0.41428571428571426,0.0,0
2064,93,animesh,"
Action is very high


The Action is very high. It's way higher than ordinary high. The Action is the gap between the strings and the base board. A professional guitarist will not be able to play the guitar having action this high. It will hurt your fingers. So if you are a beginner then please check the action. If it's too high then replace it. I opted for replacement but i don't know if they will send the guitar with same action.
",1,0,0.0387,0.3808235294117646,0.0,0
2065,94,Vikas Bhardwaj,"
Must buy but be cautious!!😊


Okay so I've given this guitar a 4 on 5 as when I received it the first time it's packaging was so bad and the guitar was broken from the neck! After 6 days of patience when  you'll get such a defected product  you can sense how it feels!!!But then I ordered for the replacement for the same and got it delivered at my place after another 5 days of desperate waiting and then I got the actual product  and it now it's on its wires!! A fabulous buy for beginners and good sound quality!!!
",1,1,0.3572,0.5113636363636364,0.0,0
2066,95,Amazon Customer,"
Tremendous product






                    The media could not be loaded.
                



 Very nice, fabulous and best product at this price range this is the best guitar I have ever. Please don't go on other review. This is the on of the best product.
",1,1,0.9708,0.6107142857142857,1.0,1
2067,96,Amazon manager,"
Nice But beware of fraud product


Its nice. Please check the product as soon as it is delivered because I firstly got a defective one. Ordered a replacement. The replaced one is fine and good but the there still remains disappointment as only one pick stick( Idk what it is actually called but the one with which u do the strumming)  is given with it.
",0,0,-0.3612,0.6166666666666667,1.0,0
2068,97,Shabana,"
Damaged Product.


Very bad, second string is so loose with no sound. I want to return it. I am returning, it is so bad and very dissapointing. Sounds coming from it is also not good no Matt how you adjust the string. It is pathetic excuse of a guitar, at least for a beginner like me.
",0,0,-0.9569,0.4552564102564102,0.0,0
2069,98,Aasif Khan,"
Good choice for beginners.


Overall product is good for beginners who don't know about guitar and playing for first time & still learning.  I am writing this review after use this about 2 to 3 months.  • I received a good condition guitar.  • This guitar has no truss rod.  • Action(distance between string and fretboard) is high, your finger feel little more stress during playing.  • String quality is average.  • Guitar body attracts scratches more easily.  • Light weight guitar.  • Sound is good and not so loud because Guitar body is small and having 18 frets.  Can be a good choice for beginners.
",1,1,0.9497,0.5045833333333335,1.0,1
2070,99,ravi,"
good at the price


nice quality. looks good too. perfect for beginners. free strings and picks is a good deal. i received guitar with a broken piece of wood inside & ordered replacement. got a very good one within 2 days. good one.
",1,1,0.9661,0.708888888888889,1.0,1
2071,100,Mallesh B,"
Only for Beginners.... Just to learn Guitar.


Got the Guitar in a Good package without any Damage... As I started to play, Sounded little Different from Professional Guitars.... Need to improve sound quality but Ok for this price Range...
",1,1,0.8028,0.5285714285714286,1.0,0
2072,101,Dcoolman,"
Thank you amazon


Its really nice product, reviewing after using it for last 3 months probably, everything is working fine , no issues at all , thank you amazon people for bringing nice and genuine product,
",1,1,0.8977,0.6133333333333333,1.0,1
2073,102,Guddu,"
7.5/10


It’s a good one. I am just a beginner and so asked my tutor to have a look... and he said it’s good.It’s light so if you wanna kam or take out for picnic... it just goes well. Its perfect. No flaws.Just if your re a professional and really feel like you wanna perform....may be go for Yamaha or something.  Else, it’s good. 7.5/10
",1,1,0.9038,0.5333333333333333,1.0,1
2074,103,Mochi,"
Not a good guitar to buy.


Not at all good for a beginning. Trust me I wanted to learn guitar and bought this just looking at the best seller sign. But don't fall into that trap.It's distancing b/w the frets is wrong and the distance b/w the fret and the string is too big, causing more pain to the fingers...
",0,0,-0.8269,0.5000000000000001,1.0,0
2075,104,Yogita,"
Don't buy it


Please don't buy this guitar . After watching all reviews you will definitely think to buy it but Please don't go for it . Sound is ok But the most important it doesn't have truss rod . Means this guitar doesn't have it . So eventually this  guitar's neck will start to bend and you can't do anything . It will unplayable . I do big mistake to buy . Don't go on look . It's look is perfect but future of guitar is not good
",0,1,0.8224,0.5424999999999999,1.0,0
2076,105,Atharv ingalagi,"
worst


first i was looking for a cheap guitar, but this is the worst guitarTHE DISTANCE BETWEEN THE FRETBOARD AND THE STRING IS VERY HIGH... SO YOU CANT PLAY ANY CHORDS YOU CAN PLAY ONLY ONE STRING SONGS WHICH IS BORINGSTRINGS ARE NOT GOODYOUR FINGERS HURT A LOTIF YOU ARE LOOKING FOR A CHEAP GUITAR BETTER BUY IT PHYSICALLY keeping in mind the above problems OR BUY YAMAHA F280 its 6000rs
",0,0,-0.436,0.6178190476190476,0.0,0
2077,106,Ashish Rawat,"
A guitar for kids to play around


At a price of 1.9 k it's good for wannabes.The sound quality is average.The build is good for the price it is offered.The action (distance between strings and fret board is very high). Have to press really hard to get proper soundThe Allen keys option is not there. But at this price it's a waste to think about it.String quality is ok.In my view it's good for kids who are just beginning to learn guitar.
",1,1,0.5273,0.40485185185185185,1.0,0
2078,107,Sudarshan Kalwale,"
Replace the strings with better ones first. Both the pairs it came with broke the same day.


It does what it is meant for, sounds good and if small enough to fit in everyones lap.But quality is O_o.. should I say.. bad..?I don’t know, it’s so cheap in price so can’t complain.Bought this for my son who likes scratching my guitar but isn’t even the hight of it.
",1,1,0.5267,0.5064814814814815,1.0,0
2079,108,Urdhav Koch,"
Perfect for kids upto age 10 and definitely not for beginners


Perfect for kids who are very much interested about the guitar and want to learn it as it is compact but for beginners I'd say not worth the shot. For beginners I'd suggest to spend around 5k or so and order it from Bajaao.com as they deliver the product with utmost care and the products are flawless. Best for people who wants to buy a guitar but unable to visit a store.
",1,1,0.9577,0.5555555555555555,1.0,0
2080,109,Rahul Magdum,"
Ordered Black Received Yellow....Rest Good


Ordered black colored Guitar but received yellow one, I guess they're trying to fulfill order it from their existing stock. Have not returned it just because it is not bad, and quality of components is also good. Sound is very pleasant and for beginner it is good.
",1,1,0.9725,0.5259259259259258,1.0,0
2081,110,Bond,"
Good one at this price !


When guitar was delivered it had only 1 carboard packaging. Due to which it got damaged a bit. Its just the paint job but packaging could be and should be better, as its delicate product.Given price range, sounds good.
",1,1,0.8516,0.6625,1.0,1
2082,111,Arjun,"
Not good if you are serious in guitar learning.


It's small guitar and sounds are not too good. Buy only if you want this for a child of less than 12years. Else invest in good guitar of yahma which Is more durable and sounds proffesional. It's not that good. But sitghting its price it's good only for children's who just want to have one but not for serious music lovers.
",1,1,0.8432,0.6083333333333333,1.0,0
2083,112,Paul,"
Defective and damaged piece


DON'T BUY guitar is damaged. The strings and crooked, so many scratches, the tuning knob is broken as it's very cheap. Don't go by the rating. There is no return. Only replacement is available. They can replace only with another defective piece.
",0,0,-0.9423,0.6157142857142858,1.0,0
2084,113,Hemanth S,"
Should not be bought by anyone who wants to seriously learn guitar.


I had left my fender in US and bought this while I was in India for 2 weeks. Thought a cheap one would be ok. Was wrong. Terrible sound quality and not easy to play. If you want to learn guitar, spend the money and get a better one. Trying to learn on this is going to be demotivating.
",0,0,-0.7988,0.5599999999999999,0.0,0
2085,114,Shalu Kotiyal,"
.


Starting from start...packaging was well so there was no doubt of getting the product damaged...i loved that they provided a starp an extra set of string a bag because obviously it is a beginner guitar then beginners need it how will they have these thing previously and if u go to buy a bag u cant range below than 400 so, its a good deal...then come to the guitar ...I'm using it and I showed it to of my friends who play guitar and have a good knowledge of it...as what they said it is a very good guitar in this price range good enough sound just need to get good strings and everything is fine if u r low budgeted as me...
",1,1,0.9785,0.4676190476190477,1.0,1
2086,115,Sham,"
Best beginners guitar


After using it for more  then 8 months its a great guitar for the price lot of people saying its only useful in the first 6months of learning but you can use it as long as you want cuz i learned open chords and bar chords finger picking on it its great for fingerstyle and finger picking the high action makes it little difficult for finger pressing but you will used to it the sound is great for the price you can use it for years
",1,1,0.952,0.5215555555555556,1.0,1
2087,116,Omkar,"
Below promised expectations.


Action is too high as opposed to what has been described. Too thick strings that are difficult to play towards higher frets.  But it puts out huge sound/sustain. Overall , not a good value for money as promised (1500 vs 6000).Suggestions:Check the action/playability before despatch. It would up the value of your guitar.
",0,1,0.6527,0.514375,0.0,0
2088,117,Shreyas Adyanthaya,"
Junk


This is a piece of junk for its price. Use it as a paperweight. Strings are for show only. No sound. Just a guitar replica. Put in some more money and go for a real one. Absolute waste of money. Do not buy. No refund option.
",0,0,-0.4788,0.5166666666666667,0.0,0
2089,118,Siddharth samantaray,"
Excellent Product and Highly Recommended!


I would suggest all the beginners as well as even regular performers to have this guitar!  The quality is of topmost class and it doesn't hurt much while using the metal strings and it's really easy to pick any tune/chord of any song as its compact as compared to other biG GUITARS! Highly Recommended for Beginners!🔥🔥🙌
",1,1,0.9066,0.4581570512820513,1.0,1
2090,119,TUHINAA,"
Go for it if u want to know more about guitars


The sound quality is much better at price,you can also tighten the 5th and 6th string a little more to make it sound even better,but remember do not tighten the 1st(thinnest) string to much as it easily breaks. Even if the string breaks do not worry you can purchase more strings individually ora full set. The product has very high action,fingers hurt,but you have to bear the pain and become strong to learn it.
",1,1,0.7909,0.5432222222222222,1.0,0
2091,120,Hridoi jyoti,"
Dont buy it


Product is damaged... Tunning is worst... Not even tune like a guitar... Poor quality
",0,0,-0.9044,0.8,0.0,0
2092,121,sonia tamta,"
Satisfied with the product.


Beginners go for it, Great product👍 👌. So I got my replacement very soon 😀 Thank you Amazon🤗🤗.Customer always make a video or click photos before unboxing (convenient for us and seller too). Yes I got a damaged product before (previous damaged photo also uploaded). But they delivered me a new guitar very early👍 what i expected. 😊
",1,1,0.9599,0.48160173160173153,1.0,1
2093,122,Umesh prasad,"
Not good for beginners


It is not a very good product but for beginner it is good at it's priceThe thing I dislike is its action is too high it's 4mm but in good guitar it is 2.5mm if you want to buy this item my suggestion is that don't buy it if you don't have more money to buy the good one plz wait some days and purchase a good one that will be a one time investment
",1,1,0.9078,0.5112820512820514,1.0,0
2094,123,Yash Yenpure,"
Only Beginners  may Buy Please


This guitar is only for beginnersPlease dont but just because it is affordableIt does not have sound qualityNor the strings given are in good lengthThe 1st String broke at B3 where It should be tuned E4the tuning pegs are the worst of allFinishing is not goodThe only thing is good is the priceThose who have to practice chords position may only buy this guitar please
",1,1,0.2382,0.825,1.0,0
2095,124,Satheesh,"
Good for beginners. Action is high let's your finger hurt


I have been using this guitar for 2 monthsPros1. Packaging was good2. Sound quality is ok3. Spare string includedCon's1. Build quality not that great : pegs vibrate while playing.2. Action is high. which hurts my finger for pressing down too hard.Over all good for beginners and worth the money (bought for 2K)
",1,0,-0.4756,0.4018888888888889,1.0,0
2096,125,Aditya Saikia,"
Nice product


The look is nice.. and product is good..Thanks Amazon and the Appario Retail private LtdFor giving the guitar in affordable price the product quality is good. Cool colour, good sound nice looks... Thanks for giving the string,, extra..
",1,1,0.9716,0.5925,1.0,1
2097,126,Ishita singh,"
The space btwn strings & guitar is horrible. And the sound is way too bad.


If there would be 0 stars I could have given. Worst guitar. Don't go on the looks. It looks gud but Just don't buy. Don't waste your money on cheap guitars if u really wanna learn save ur money. Give yourself time. Then buy a good one that too of Yamaha. I just wasted my 2k. You don't!!!
",1,0,-0.6321,0.5074074074074074,0.0,0
2098,127,sudeb das,"
Best ❤️


I was worried about how this guiter will be. when i opened i was so shocked 😲. it just amazing 🤩. i never played guiter before.i bought this just for keeping me busy sound quality,durability,looks just awesome.i am using yousician and justin guiter app for learning.i am so happy with amazon and juarez 😊.Thank You.🙏
",1,1,0.9542,0.6166666666666666,1.0,1
2099,128,Amazon buyer,"
Bad quality; not recommended.


Returning the product. When tuning, the bridge is coming out of the guitar. Looks like a refurbished product. Not recommend at ll. High action is needed to get proper notes. Strings are so hard, so it will be highly painful for fingers. This would give a bad impression to beginner guitarists.
",0,0,-0.885,0.5021428571428571,0.0,0
2100,129,Surya prakash pareek,"
Guitar is nice..


Guitar is nice...I think it's somehow small...Perfect for those,who first time seeing guitar...I m giving 3 star...For a average rating...I bought it in 1790...179 cash back...So u can guess price...And today I sold it on ..xIn 1740 rs...😊
",1,1,0.8807,0.5777777777777777,1.0,0
2101,130,Joice,"
Value for money


Honestly it's really good for beginners. Built quality is good. There is single strap for bag. No pick guard. No dots on the neck on top view. But still considering the price go fir it blindly. Packing was quite good. This wood will last for 3 4 years. By that time u can take yamaha or fender.
",1,1,0.8495,0.46394557823129257,1.0,1
2102,131,Nilesh Bhatia,"
Good Guitar


I liked it. According to its price, it is a good guitar. It has nylon strings which is good for beginners. Because nylon strings are not hard to press as compare to steel strings. If you want to learn a guitar, you can go with this guitar.
",1,1,0.9021,0.6283333333333333,1.0,1
2103,132,Rekha Kumari,"
Don't buy it


The only good thing in this guitar is just looks. Sound quality is worst 🤮🤮 strings are of low quality. My fingers got swell. So please don't buy this trash. Don't waste your money on it and buy some good quality guitar. Though it will cost you but that's worth it your time....
",0,1,0.5875,0.5,1.0,0
2104,133,roshan besekar,"
It is good product for beginners


Product is good, means I m lucky as got product without any scratch. As I read comments, I thought may be I will got broken one😀. Guitar is good for beginners, the accessories they r given like bag and pic is beggars quality. But u can buy it from store. For me it is good bet.
",1,1,0.8765,0.6055555555555556,1.0,0
2105,134,Rindika_KLB,"
Good for beginners


Amazon's packaging is always good. The guitar is good for beginners learning chords. Check with the price, you can't compare others with that price
",1,1,0.8271,0.6000000000000001,1.0,1
2106,135,Navya Seksaria,"
Guitarist calls it a toy


If you really want to learn Guitar or if you are looking for a career in Music, or if you have a hobby to play guitar or you want to start, I will recommend other better guitars with some wood not like hard cardboard like this. so you will not get good sound quality. Go for other better guitars in the market. Definitely no to this irrespective of its price
",0,1,0.8853,0.44351851851851853,1.0,0
2107,136,Tabrej Khan,"
Great for beginners


I started with this, my trainer told me it’s pretty decent guitar for beginners. I you not sure you will learn or just make it showpiece better not to buy expansive one. Start with this and if you really interested then go to next level.
",1,1,0.9048,0.615079365079365,1.0,1
