,Unnamed: 0,Name,Review,Sug/Com,Vader,sentiment_dict_sompound,TextBlob_Subjectivity,TextBlob_Polarity,flair_sentiment
822,845,Amazon Customer,"
My first retinol cream


I was worried the first time I used this as I saw reviews where the cream irritated skin. I have very sensitive skin. I put a dab on the back of my hand a day before applying to my face. No adverse reactions! Hooray! I have not had any redness or peeling either. I did make sure to get a moisturizer with SPF to apply in the morning after putting on the retinol cream.Very pleasant, mild scent.
",1.0,1,0.8623,0.5746031746031746,1.0,1
823,846,Hanna cohen,"
Anti aging magic potion!


Honestly can’t live without it! It’s my must have!Takes away all my fine lines within a day! I’m really not kidding it’s like a magic anti aging potion. Also, how well it gets rid of my acne and acne scars as well! I ran out for a week once and I was embarrassed to leave the house from how dry my skin looked😂 love it!!!!!
",1.0,1,0.8065,0.6624999999999999,1.0,1
824,847,danielle,"
Great Product!  Doesn’t irritate and actually does what is promised!


I was using this product for over 6 months and I absolutely loved it!  I have always struggled with cystic acne and ended up with some scars and dark spots on my cheeks because of it.  Since using this product, the acne has practically disappeared, the scars aren’t as defined and easier to cover with make up, and the dark spots are barely noticeable without makeup.  And the best part is that this retinol cream doesn’t irritate my skin, or dry it out.  I have extremely sensitive skin and it’s hard to find products that don’t irritate or cause break outs, so once I find one, I stick with it! I had to stop using the product due to a completely unrelated skin issue that has nothing to do with this product, but now that I am over that, and need it more then ever, I will be back to ordering this every month!
",1.0,1,0.6013,0.4404761904761905,1.0,1
825,848,J. Elias,"
Wrinkles greatly diminished


Used this twice a day for a little over a month now. I see a huge difference in the appearance of wrinkles on my forehead and around my eyes. I look younger and my skin looks and feels healthy. Great product.
",1.0,1,0.8442,0.5666666666666667,1.0,1
826,849,HoseaGirl,"
Amazing product


I have been a customer of this product for several years now. I use the face cream, eye cream, retinol cream, and vitamin c serum. I look many years younger than my actual age, and constantly get compliments on my skin. On top of a great product, I also love supporting small business. I will continue to use these amazing products, and am excited to see the new products that have recently been introduced. I have no doubt that those will be exceptional as well. If you are on the fence about purchasing this line, do it. You will be glad that you did.
",1.0,1,0.9866,0.5110516934046345,1.0,1
827,850,Ozzytfx,"
Really wanted this to work


I really wanted this to work. At first I really enjoyed the product because it made my skin feel amazingly soft. I don't notice a scent and it has not caused any rashes or scaly skin. Unfortunately I still have acne, none of my brown spots have vanished, and my wrinkles seem the same. I wish I had taken before and after pictures so I could show you what I mean. Wish it had worked for me like it did the others.
",0.0,1,0.8439,0.44947916666666665,0.0,1
828,851,eewright,"
Rich, moisturizing for even oily skin


This is the best retinol cream I've found at this price point. My skin feels hydraited but not greasy. I've noticed continued improvement to the overall texture and reduction of fine lines. It has even improved my acne prone areas! Highly recommended!
",1.0,1,0.955,0.418,1.0,1
829,852,Jacqueline,"
Not worth the hype!


I used it twice a day everyday for two weeks. I saw no difference in spots or texture on my skin.After I was my face in the morning or at night....I put this on. It makes my skin feel good and moisturized but for the price and the amount of product that you get.....it’s just not worth it to me! I can use other products to make my skin feel moisturized for half the price!
",0.0,0,-0.4325,0.3236111111111111,0.0,0
830,853,Stacey,"
Nothing special


I purchased this based on other reviews. Honestly, it did nothing for me and could be any nameless brand. It did not cause any issues with my skin but after 4 weeks I saw no change. I have moved on to some homemade serums so I know what's in them and I found a good night cream by loreal that I like better. I would not say it is bad, but nothing special IMO.
",0.0,1,0.2225,0.6355654761904762,1.0,0
831,854,Adrienne,"
Best prime day purchase!


Within days of use I fell in love with this product. Over the course of a few weeks, the fine lines I had have disappeared and the deeper forehead wrinkle is less noticeable. I love the fact that the product doesn’t overly dry my skin and that the scent is minimal. Overall this is the best Prime Day deal I bought!
",1.0,1,0.9585,0.36666666666666664,1.0,1
832,855,E,"
Seeing improvement in my skin!


I only use this at night, though the instructions recommend morning and night, and I'm already seeing an improvement. And not just with my crows feet, but also with acne scars I've had for decades. I wish I'd known about this sooner. It's amazing.
",1.0,1,0.9299,0.95,1.0,1
833,856,Sarah G.,"
Tiny plastic bottle is so wasteful


I like this product and have purchaed it several times, but I'm annoyed (for environmental reasons) that the plastic bottle contains so little lotion. I am going to find a similar product that I can purchase in a larger quantity so that I'm not constantly buying little plastic bottles. LilyAna Naturals should consider manufacturing larger bottles of this retinol cream.
",0.0,0,-0.3649,0.44814814814814813,0.0,0
834,857,Buddy,"
Basically Unscent


Very easy to apply. Sanitary dispenser. Basically unscented.Just started to use this product, so unable to evaluate how much better my skin appears so far.
",1.0,1,0.7264,0.75,1.0,0
835,858,Jezikah,"
Firm


Amazing product. After 2 weeks I noticed a difference. My pores are diminished and mySkin is healthy, golden and firm.
",1.0,1,0.7579,0.5399999999999999,1.0,1
836,859,Kindle Customer,"
WORKS OK


I FEEL LIKE THE PRODUCT IS A BIT WAXY.  I CAN FEEL A SLIGHT BUILDUP ON MY SKIN AFTER A FEW HOURS OF APPLYING.  IT DOES MAKE MY SKIN SOFTER, BUT NO VISIBLE EFFECTS OF RETINOL.  I HAVE FINE LINES AROUND MY MOUTH.  I HAVE USED PRODUCTS THAT I  PREFER OVER THIS ONE FOR IMPROVING THOSE IMPERFECTIONS.  IT DOES MOISTUIZE, AND IS PROBABLY SATISFACTORY TO OTHER BUYERS.  JUST NOT FOR ME.  I TRIED IT FOR THE LOW COST,  BUT NOT LIKELY TO BUY AGAIN. (DID NOT CAUSE ANY TYPE BREAKOUT FOR ME)
",0.0,1,0.7227,0.4202380952380952,0.0,0
837,860,Diane LaFreniere,"
I really liked this cream!


Very nice cream. I am very particular about what I use on my 69 y/o ( I'm often told I don't look my age) skin and always looking for great products at a reasonable price LilyAna Naturals fit the bill!  I also very much love that it is a small company that manufactures this product.  I look forward to using more of their products in the future. :0)
",1.0,1,0.9574,0.5608333333333333,1.0,1
838,861,Cookingmama2,"
Facial cream


This is the first time I have purchased this cream, and very satisfied with the product. The cream is very smooth and easy to dispense. It keeps skin feel moist and comfortable, not oily or heavy. I will definitely buy the cream again.
",1.0,1,0.9053,0.5770833333333334,1.0,1
839,862,Spencer Grande,"
The face cream is good for daytime use but not enough moisture for night ...


This cream or the vitamin C serum, I am unsure which, caused me to have an allergic reaction which I wouldn’t imagine is the case for everyone because my MIL is using this cream and it’s working well. The 5 Stars is for her review of it and the company’s response. Unfortunately I couldn’t continue to use this product and they offered me a full refund and then shipped me their regular face cream which is lovely on my skin, at no extra charge. The face cream is good for daytime use but not enough moisture for night use.
",0.0,1,0.7391,0.5196581196581198,1.0,0
840,863,Mrs. Hopefully,"
Definitely shows results


I waited to review this because I was interested in the long term results. Unfortunately, longer term I didn’t notice any big differences outside of the results I saw after a few days.The cream continued to improve my hydration, which did help plump my skin a bit, but overall there wasn’t a big difference in lines or wrinkles. I was happy with the increased hydration and reduced redness but do wish it helped with fine lines and wrinkles more
",1.0,1,0.9535,0.3958333333333333,1.0,0
841,864,OregonKat,"
waste free packaging


This product is wonderful and has evened out my skin tone and reduced fine lines. But what is even better is the way it is packaged. Most skin products that are in a sealed jar or tube leave a LOT of product in the bottom of the container when you ""think"" you are at the end of use. Not this package! I actually pried it open to get at that last little bit and was surprised to find that the bottom of the jar actually moved upwards as the product was used up. There was NO residual product left when it was really empty. Thank you for this great design. You have a customer for life.
",1.0,1,0.9341,0.4477777777777778,1.0,1
842,865,Amazon Customer,"
I like it


I’m trying to forgive the company for having a typo on the bottle, which is made easier for me since this cream seems to be working great. My skin looks better and my acne is clearing up. I also have sensitive skin and this hasn’t irritated my skin at all.
",1.0,1,0.886,0.7166666666666667,1.0,1
843,866,Delania Collins,"
Feels great all day.


I love the feel of this product. It is rich, creamy, and moisturizing. It feels great for hours. It never makes my skin feel oily or greasy. I have fairly sensitive skin and there is no irritation. The scent is mild and clean. I use it twice a day.
",1.0,1,0.9698,0.7071428571428572,1.0,1
844,867,Mary526,"
Working with this product slowly


My skin is very sensitive. When I first used this cream, it irritated my face for about a week. I used it 3 times that week. I am using it again, but staying away from my Rosacea parts. It’s doesn’t burn now. I will try to build up and see how it goes. It is just a little bit drying and I use it over my moisturizer. This might just work after all.
",1.0,0,-0.25,0.5583333333333333,0.0,0
845,868,j.r. mc,"
Excellent Retinol cream!!


At 70, I think it is very important for me to use a Retinol cream every night. I love LilyAna because it is more natural than many other creams. It is smooth and has a lovely fragrance!
",1.0,1,0.9549,0.625,1.0,1
846,869,Amanda L. McClellan,"
34years to 25 in 7 days!


I was skeptical about using a retinol cream. I used it day and night for 7 days and had to reduce it to once a day for sun sensitivity. Now I use it every other day. I fell like I have a glow. My skin is more even in tone and texture. It's a great product to work into the beauty routine. I like it so much I'm gifting it to my mother.
",1.0,1,0.8977,0.465,1.0,1
847,870,Savannah Davenport,"
Will help stop cysts!


I've had bad acne, hormonal cysts and red skin for two decades. Sporadic courses of antibiotics and benzoyl peroxide have helped keep some of it at bay over the years. My esthetician recommended something with retinol in it. I use this at night after washing my face. I apply a very, very thin layer, so thin, that is hardly feels like I applied any. If I use too much, and I get white heads. But, this cream has been so amazing! It's cut down on my overall redness and I haven't had a cyst since!!! Beware, the first 3 weeks, I totally broke out badly, and almost gave up using it. But suddenly, my skin improved.
",1.0,1,0.3394,0.47837301587301584,0.0,1
848,871,Mom of 3 under 4,"
Sulfa Allergy?!


I wanted to love it - as far as packaging and ease of use - amazing!! Unfortunately, I broke out in hives consistently after trying 3 times... I DO have a sulfa allergy, so I'm not sure if that is a factor?  I would still recommend, but I have never had a product cause hives before, so caution to those who may have a sulfa allergy and may have a difficult time with this product.
",0.0,1,0.3123,0.8055555555555556,0.0,0
849,872,MP,"
Pass


The retinol element of this product is soooo misleading. It is 2.5% by volume so compared to other retinols there is barely any in this.Such a waste of time and money
",0.0,0,-0.6705,0.15833333333333333,0.0,0
850,873,Cynthia L.,"
No retinol burn!


I've used other retinol creams that cause a burning sensation.  I did not have that problem with the LilyAna retinol moisturizer.  It is very creamy and rich and glides on smoothly.  I use it mainly as a night cream.  I also use their vitamin C serum in the morning.  The combination of the 2 products has given me my best skin in years!
",1.0,1,0.898,0.4263888888888889,1.0,1
851,874,Emily Emily Bo-Bemily,"
Love this stuff


Love this stuff. I'm 36 and always had really youthful looking skin, to the point people can't believe my 15 year old is my son, and I get carded to buy beer, lol. But after a really awful time last year, I was grieving the death of my boyfriend and all the daily crying gave me 11 lines on my forehead. LOVELY. I started thinking about botox and so forth. Well I decided to try something a little less drastic and ordered this cream. Do I look 21? No. Are my deep lines MUCH improved? Yes. They're still there, but relatively faint compared to what they were. So thanks for a good product that has helped me restore some self esteem after an already difficult time in my life.
",1.0,1,0.9376,0.4824074074074074,0.0,0
852,875,Pris,"
Magic in a bottle 💫


The texture of cream was perfect.  As soon as I put it on my skin it was hydrated instantly.  Made my skin feel very supple and rejuvenate.  The retinol was very subtle not overpowering or aggressive.  Love it.
",1.0,1,0.8148,0.7027777777777776,1.0,1
853,876,Aa,"
Am I a baby?


Because I have the skin of a fresh-faced new soul. What is this wizardry? Started with the LilyAna retinol cream which moisturizes and treats my oily, acne-prone 30+ skin in one step. I skip toner, micellar, and serum at night. Recently added in the vit c serum by the same line and I tell you: it's worth every cent.
",1.0,1,0.3094,0.23238636363636364,1.0,1
854,877,Amazon Customer,"
Great product!


First time I've found a lotion that I like that will make me stick to a nighttime routine. My skin feels quenched without being overly greasy, and overall skin quality and elasticity seems improved. It has a pleasantly light scent -- no excessive perfumes. I'm so pleased with it, I bought the face cream and fell in love with that, too. So glad to have discovered LilyAna!
",1.0,1,0.975,0.6729166666666666,1.0,1
855,878,samina,"
It’s not worth trying


I had high hopes after reading such great reviews BUT This product is not good at all ... I don’t know how so many people are using this on their face . I used it once and it smelled horrible like chemicals . Don’t even feel like using it for my feet 🦶
",0.0,1,0.1921,0.5700000000000001,0.0,0
856,879,Laurel J. Shelhamer,"
Better than I expected.


It really is 2.5% Retinol! It has pleanty of great moisturizers. But be sure to alternate it with a non retinol cream or you might see some dry patches.
",1.0,1,0.7745,0.476984126984127,1.0,1
857,880,Amazon Customer,"
Your skin is BEGGING for this product!!


Retinol is FANTASTIC for your skin! Although I have sensitive skin, this product did not irritate my skin at all which I was very surprised by because ALL of the other retinol products I’ve used in the past have irritated my skin! It has no scent, it has super mega clean ingredients, it works wonders, and I will be repurchasing!! I have been using this one for a few months now and the bottle just never ends! You get a great amount of product for a fantastic price with results that are literally priceless. I’m telling you, your skin is begging for this product.
",1.0,1,0.9644,0.6856060606060607,1.0,1
858,881,Billy Roulett,"
Free product offer, great for sensitive skin


Thick but not greasy. I have very sensitive skin, this product did not irritate my skin, which is amazing for a retinol cream. This company offered a free product on the products packaging, when I received it. I just ordered my free eye cream. 💥 BONUS😁
",1.0,1,0.984,0.803125,1.0,0
859,882,Kathryn,"
Wonderful! Truly moisturizers! Fewer wrinkles!


Loved this skin product. Just perfect for your face and neck! Great to use before bed and after a shower, also great under make- up or on it’s own! I love it and highly recommend it!
",1.0,1,0.9856,0.8049999999999999,1.0,1
860,883,KellyVoo,"
I really wished I loved this product more


I really wished I loved this product more. I used it in combination with their vitamin c serum, as instructed, and really saw no difference in my skin. I waited to write this review because I know it isn't a miracle product and things happen over time, but I am almost out of my bottle and am pretty disappointed. I even reached out to their customer service to see if I was doing something wrong and got no reply. Also, this dried out my skin like there was no tomorrow. I even used it slowly as directed to try to get my skin used to it. Not for me.
",0.0,0,-0.414,0.5708333333333334,1.0,0
861,884,Prkrome,"
Made me break out and dried out my skin too much.


I am 36 and have fairly oily skin for my age. I still get a few pimples here and there but nothing major. I heard this was good for fine lines and acne. Actually made me break out quite a bit . I used most of it hoping it was just cleansing out my pores but as soon as I stopped using it, my skin got better. Bummer for me. Maybe it works better for younger people.
",0.0,1,0.9201,0.4166666666666667,1.0,0
862,885,Kels,"
Wished it worked for me


I use this product around my eyes and on my nose. It shrinks my pores and tightens my skin. I wish I could use it all over my face but it makes me breakout if I put it anywhere else. It’s a great eye cream for me as it’s not heavy but does everything else an eye cream should. It’s lightweight, moisturizing, doesn’t have a strong smell and is cruelty free. While this is a great product and company it didn’t really work for me so once it’s gone I’ll be using my Teddie Organics Rosehip Oil in its place.
",0.0,1,0.9565,0.6222222222222222,1.0,0
863,886,Amazon Customer,"
Awesome


Great product! Just purchased my 2nd bottle. I love that it is natural and doesn’t irritate my skin. It also has hyalauranic acid in it too! I do recommend this product and will continue ordering.
",1.0,1,0.9449,0.55,1.0,1
864,887,Carlos Orteg,"
Anti-aging Moisturizer


I’m a 50 year old man (Outdoorsman, handyman type) and eating healthier and taking care of my self more. Wife told me I need to use a moisturizer. I bought this couple of weeks ago and wifey noticed fine wrinkles fading away. She’s now using it too...
",1.0,1,0.6124,0.39999999999999997,1.0,1
865,888,book reader,"
Awesome product -- at 59 it's made a difference


Absolutely love this product. My face no longer has blackheads from make up and is smoother, less wrinkles and age / sun spots are going away. Wish I took a before and after picture to show you. I won't be without this product for daily use. I use it once in the morning and sometimes in the evening as well. Put my moisturizer over it and then my foundation and I'm all set. Worth a try that is for sure if you are on the fence Jump for it!
",1.0,1,0.9401,0.44259259259259265,1.0,1
866,889,donnastaples,"
YOU WANT THIS!


I started using this and was pleased right away that it has little to no odor.  I told my 31 year old daughter about it and she loves it too.  Crazy that I'm 50 and she is 32 and she  had a crease in her forehead that I do not.  Her's is about gone and the one I had near my mouth has reduced in size.  I massage this in my skin in an upward motion.  I'm sure that is helping as well.
",1.0,1,0.8808,0.6320861678004535,0.0,1
867,890,Rachel G.,"
LOVE IT!!!


Best face cream ever! I have tried many different face creams for fine lines and wrinkles but this is the only product that I have continued to use. The price is great and I have seen a difference in the past year!  I am on my 3rd bottle now.
",1.0,1,0.9298,0.5,1.0,1
868,891,Arnold,"
I have sensitive skin and it works well for me


I wish there was more in the bottle but I simply can’t complain. I look great. What wrinkles? I have used face cream for most of my life and enjoy the complements.
",1.0,1,0.8779,0.5845238095238096,1.0,1
869,892,Kathleen Z,"
Quality, creamy texture to take care of textured skin. Good slip. Unscented


I love that this comes in a pump so bacteria aren't able to infiltrate the formula. It has great slip, a very luxurious texture and has many ingredients that make it beneficial for my skin.
",1.0,1,0.9538,0.5625,1.0,1
870,893,Molly Hesse,"
Broke me out


Switched from neutrogena's water gel to this, hoping for something a bit creamier that also dealt with the light acne scarring of mine. It seems to be a bit dryer than I was hoping for but it doesn't make my skin more oily, so I think it's alright. I will report back if I notice lightening of my scarring.Update: from 4 to 2 stars. This stuff just didn't work well with my skin. Gave me whiteheads and wasn't moisturizing enough. I've gone back to my watergel
",0.0,1,0.3408,0.33999999999999997,1.0,0
871,894,Ellen Marie Murphy,"
Love it!


I wanted a product that contained retinol and did not contain parabens, so I was very happy when I discovered this. I have been using it now for about a month and love it! For the first time in more years than I care to share, I actually left the house without cover up (foundation). My problem is dark spots. I've spent loads of money in the past on expensive products to lighten these darks spots. This does the trick and my skin looks smoother. I'm very happy with this product!
",1.0,1,0.9673,0.4984848484848485,1.0,1
872,895,Crystal P.,"
Great for my ultra sensitive skin


I have sensitive skin. I can’t use a lot of products because after a few days my skin will break out into a horrible rash. With this retinol cream I had a spot of concern on my face just below my eye and this cream got rid of that. I have used almost the entire bottle and have never had a single issue.
",1.0,0,-0.2732,0.641326530612245,0.0,1
873,896,amanda,"
Love it!


I received this product about three weeks ago to help with the milia on my cheeks. It defiantly seems to be working! I’ve had them for years and tried many different products so I very pleased with the progress I’ve gotten in the past few weeks. I’ll be back for more for sure
",1.0,1,0.9461,0.4932098765432099,1.0,1
874,897,Amazon Customer,"
Smelly and no noticeable improvements


The first time I applied this cream, it smelled so awful that I almost went to the store and bought a different cream right then. I have since given it a second chance. It still smells bad and I haven't seen any noticeable improvement on my skin, but at least my face feels moisturized and doesn't dry out at much overnight. However, you can probably get those same results from a much cheaper product. I'll update if anything changes, but I don't plan to purchase this product ever again and have warned my sisters and friends away from it.
",0.0,0,-0.1936,0.4237012987012987,0.0,0
875,898,Rocko,"
IT WORKS!!!


I was sceptical at first but there are so many good reviews I decided to try it.  After a couple weeks I can see and feel a difference.  My skin is more even toned,  softer and my forehead wrinkles are way less noticeable.  My skin seems to glow making me look younger.  This is a good product and all the good reviews are spot on.
",1.0,1,0.9223,0.4,1.0,1
876,899,Nicole Russo,"
Perfection, please don't stop making or change!


Amazing retinol product. My skin glows with this product. No breakouts. Not too harsh. Not drying. Treats blemishes. Helps with discoloration. Ingredients are natural. Please don't ever sell out or discontinue, LilyAna! For the sake of my glowing face that totally does not look 35 years old right now. <3
",1.0,1,0.9673,0.6408163265306123,1.0,1
877,900,thedirtys,"
Good product so far.


Just purchased this item a couple weeks ago. I recently turned 32 and was noticing fine lines on my forehead and my frowny spot. I really like how this cream is not greasy and leaves my skin feeling soft. I did some research on retinol and read that results don't typically begin to show until around 6 months of regular use, so I cannot say that my fine lines appear improved. Overall, I like that the ingredients used besides the retinol are making my skin free more hydrated. I can also say that I feel the tone of my skin has gotten noticably more even (I have freckles and a very pink undertone to my skin). I did notice some drying on my chin in a breakout area, so I have alternated nights until my breakout subsides. I will continue to stick with this product and post some pictures after 6 months of use.
",1.0,1,0.9493,0.44049450549450553,1.0,1
878,901,S. Hoffman,"
LIGHTNING FAST SHIPPING. 😲🤗


Extremely good product, especially if you're new to the world of retinol. It actually moisturizes, instead of dries your skin, like other products. I don't have sensitive skin, so I can't attest to how it would work for those that do. LilyAna is an amazingly consumer friendly company!!!!
",1.0,1,0.9407,0.6032828282828284,1.0,1
879,902,Annamarie Gilbert,"
Great product!


I have been using LilyAna Naturals Retinol Cream Moisturizer for a couple of years. I had been a sun worshipper in my youth and am paying the price. The cream goes on without making me a shiny, greasy mess. I wear a light BB cream over it and it looks great all day. I have tried more expensive creams but was not happy with the results.
",1.0,0,-0.1628,0.6535714285714286,1.0,1
880,903,Dee Dee,"
Great stuff!


This is the first face cream I have ever used that actually works. Not only is it making my complexion look 100% better, I discovered that it also works for cuts and insect bites. I cut my finger, couldn't find the Neosporin, tried this cream and it healed up practically right away. It also took the sting and itch out of a red ant bite. It's non greasy and no horrid heavy perfume odor. I love it, I'm on my second jar.
",1.0,1,0.901,0.4319047619047619,1.0,1
881,904,Sweetgirl16,"
I keep ordering!


I have bought this cream at least 5 times. It is perfect for my face and absorbs quickly. I do not get acne or irritation from it (I’m also 40). It does seem to make a positive difference in my skin. I use Differin get as well in spots.
",1.0,1,0.75,0.6113636363636363,1.0,1
882,905,Amazon Customer,"
It’s nice and subtle


I’ve only been using this for 3 weeks, it was a little drying after the first week, around my nose area, but now it seems good.  I’m don’t think my wrinkles have disappeared but something in my face is different.  Maybe a little smoother or firmer. I’m 56 so I’m not expecting my skin to have the appearance it had when I was 30.  I will order again because something is going on.
",1.0,1,0.5267,0.6291666666666667,1.0,1
883,906,S.E.,"
Skin looks great!


I’ve used prescription Retinol, never liking how it made my skin peel and look terrible.  I happened across LilyAna Retinol Cream, and thought I’d give it a try… I’m so glad I did!  My skin is looking fabulous!!
",1.0,1,0.8472,0.9375,1.0,1
884,907,Blue,"
HATE


It made my acne so much worse!! i kept it up thinking that it was just getting out all of the deep ones but it kept on for a month and a half! it also started turning a yellowish shade which didn't have when i first got it
",0.0,0,-0.6986,0.48,0.0,0
885,908,Amazon Customer,"
I love this cream


I use this cream on my stomach and on my face and I have notice the change in my skin. It has firmed up and feels soft. I have purchased this 3x already and will continue to be a repeat customer. I only wish it came in a really big bottle because I feel like I go through the small bottle so fast.
",1.0,1,0.8555,0.5083333333333333,0.0,1
886,909,Cayla Brooke,"
Great moisturizer!


I really like this product. I've purchased this twice already. It's not too drying on my skin and while I'm combination, I do dry out easily. That being said I feel like it could have a bit more retinol added, making it more effective without drying out the skin. I like that it's a pump action, and that the lotion is pretty thick, it doesn't take much to cover the whole face. I will definitely keep this in my skin arsenal.
",1.0,1,0.9715,0.5275641025641026,1.0,1
887,910,Amazon Customer,"
Good product!


I love all 4 of the products I’ve been using from LilyAna Naturals! I use the Vitamin C Serum first, then the Eye Cream and then the Face Cream. Every other day I add in the Retinol Cream before the Face Cream. One thing I will say about the Retinol Cream, and this is probably just because I have sensitive  skin, but I can’t use it every day or my skin gets dry and itchy. I know people say you have to just push through that until your skin gets used to it but I can’t so I just use it every other day or every few days. Overall, I’ve noticed my skin is definitely clearer and softer than it used to be!
",1.0,1,0.7861,0.43833333333333335,1.0,1
888,911,MarysWorld56,"
Lilyana Retinol:  It really helps!


I will be 64 very soon and like the results of this cream very much.  I've been using the cream for about a week now &  really like it because it's helped the fine lines and puffiness around my eyes. I plan for another purchase soon and would like to try their other products as well.
",1.0,1,0.9208,0.30583333333333335,1.0,1
889,912,Priscilla N,"
Use a small amount, the cream smooths on.


I am using a second pump dispensed jar of this cream. It has very good coverage on my face, neck and upper back/chest. It doesn’t have a scent.The jar dispenses all the contents.
",1.0,1,0.4927,0.29500000000000004,1.0,1
890,913,Grace Saves,"
However when I used under my eyes they became really puffy and I looked like hell. My eyes swelled up so that made ...


I have definitely noticed the lines in my forehead decrease when I use this product. It's not a miracle for acne but it does help minimize that too. However when I used under my eyes they became really puffy and I looked like hell. My eyes swelled up so that made me look and feel really tired. I'm disappointed in that reaction because under my eyes are my problem area but this was just too strong for that area. But otherwise great product and will continue to use for my forehead lines.
",0.0,0,-0.6275,0.5476190476190476,0.0,0
891,914,Julie U.,"
Amazing product! Great value for money!


Amazing product! I’ve been using it for a couple of years and it does an incredible job! My skin is smoother and clearer. I’ve recommended it to all my friends and several have also purchased it and been happy with the results. I turned 50 a month ago and feel terrific!
",1.0,1,0.9798,0.7785714285714285,1.0,1
892,915,Frank A,"
Great product


My wife just loves this product !!  Especially with organic ingredients as she is very cautious on health and beauty products she will use. I assume that’s why so many folks are surprised when she reveals her age she looks much younger than she is. My wife has me using this product with a bit of organic coconut oil and organic aloe Vera,  I can feel the difference and my wife has physically noticed a difference she says I’m looking a bit younger and facial features looking much healthier.
",1.0,1,0.9245,0.3792857142857143,1.0,1
893,916,Ashley zosky,"
the BEST


I love this so much!! I got the eye cream and the retinol. Both are amazing for the price. I also started putting the eye cream on my hands and feet at night & I noticed a huge difference already. You also get a lot of product for the $$ AND a little product goes a long way.
",1.0,1,0.9503,0.5428571428571428,1.0,1
894,917,M.,"
Wonderful, but can't recycle bottle


I like this product so much, but I feel guilty buying it because the bottle is so wasteful.  You cannot recycle this plastic, and it is a large bottle for such a small amount of lotion.  We all need to think about the products we buy and how it is affecting the future.  Go Green LilyAna!!
",0.0,1,0.3578,0.49419642857142854,0.0,0
895,918,SPNHMom,"
Skin feels smoother, but hasn't done much for visible lines


I have very sensitive skin. Normally, when I switch products, I break out all over. For awhile now, I've only been using coconut oil on my skin, but it hasn't been doing much for the lines that I've been noticing. This has not caused a breakout at all. My skin feels smoother, but I haven't noticed a difference in the appearance of my skin which is the only reason I didn't give this product 5 stars. It doesn't smell, which is a bonus. I just wish it would help with the lines in my forehead.
",1.0,1,0.9161,0.6749999999999999,1.0,0
896,919,Srnilson3,"
Non GREASY Retinol for combo aging skin


Love the NON GREASY goes on smooth coverage helps with moisture and fine lines without causing a GREASY or shiny appearance. I'm 49  and have struggled finding products that give me great retinol and moisturizing and retinol effects oily side effects
",1.0,1,0.8834,0.5875,1.0,1
897,920,LifeAsALeo,"
Not working for my type of skin issues, unfortunately.


Unfortunately, I’m not seeing any results with this lotion and I was so excited from reading so many great things! It doesn’t bother my skin. I just am not seeing any difference after about a month of use. I have lots of sun damage I was hoping to fade a little but I may need the strong chemicals after all!
",0.0,1,0.7566,0.7055555555555556,1.0,0
898,921,unaguacate,"
Great seller, try it with no fear


I read great reviews about the product and was super excited to try it. The images some people shared were amazing. Unfortunately, my skin did not take it very well but I don't blame the product for this, as I've had similar reactions with high-end products as well. The reason I am giving this 5-star review was the sellers' responsiveness to my request for a refund. They very kindly took care of my request and I really appreciated that. They really care about their customers.
",1.0,1,0.99,0.6196969696969696,1.0,1
899,922,Amazon Customer,"
Very natural moisturizer


The only thing I dont like much about this product is the price for the small amount,  other than that, I am please with it. I like that it doesn't leave my skin greasy and I believe it has helped decrease menstrual acne in my neck. I like that is very natural and doesn't have a strong scent.
",1.0,1,0.8032,0.5354761904761905,0.0,1
900,923,R.M.E.,"
Love the results!


I can't honestly say, individually, what this product is doing for me; but in combination with the other products in this line, which I use together, I love the results!  For the first time the milia on my face (small, hard, bumps beneath the skin's surface are disappearing.)  Before, this, they would not respond to anything I did.  They didn't physically show on the surface, but if you touch the area where they were located, you knew they were there. Now, they are lessening considerably.  Overall, my face is responding favorably to LilyAna Naturals.  My skin feels more resilient, looks smoother and healthier.  I am very pleased!  Thanks!
",1.0,1,0.9617,0.46098901098901107,1.0,1
901,924,Racquel M,"
Did wonders for my acne


This is such a wonderful moisturizer. I have spent so much money on different products and treatments and still suffered from acne in my late-twenties. I switched over to this lotion and it was like night & day after a couple weeks of use. I love even more that there’s no harsh chemicals in it. The scent is very mild so if you are sensitive to smells like myself, this should not irritate you. This goes on light & absorbs well in the skin, does not leave that greasy feel some lotions tend to do. Love this!
",1.0,1,0.9659,0.5875,1.0,1
902,925,IheartTarget,"
I'm loving this!


I've just purchased the retinol cream and been using it for about 2 weeks now.  I wash my face every night before bedtime and apply the retinol cream.  In the morning when I awake, my face feels amazing!  I adore this cream and cannot wait to get more.  This stuff is amazing!  So glad I found Lilyana products.
",1.0,1,0.9676,0.85,1.0,1
903,926,Shopping Addict,"
Magical!


This Retinol Cream is magical. I actually use it along as a base for a microcrystalline dermabrasion product that I have. I am used to using strong products on my face bit this caused a slight sting as well as dry and peeling skin on my forehead. If you are looking for a strong product that works, look no further. I am 50 but look to be late 30s so I have tried a lot of products. This one has my seal of approval.
",1.0,1,0.8206,0.6433333333333333,0.0,1
