,Unnamed: 0,Name,Review,Suggestion/Complaint
522,522,Sky,"
Not leather


Returned as I wanted the leather shoes, these are not leather as described in the description.
",0.0
523,523,grovesy,"
Four Stars


Not my favourite style, but the glittery fabric compensate. Comfy , only buy the soft footbed ones now.
",1.0
524,524,Dawn H.,"
Look great and comfy too


Great sandal for a good price
",1.0
526,526,EWELINA,"
Great product


My partner Had a pair previously that  lasted  over 5 yrs he loved it so much that decided to buy new pair really good once you wear them in most comfortable as well as elegant.
",1.0
527,527,Matedon,"
Great value


My husband tried these on in a Birkenstock shop then I ordered them from Amazon at a really good price, perfect fit, very comfortable and prompt delivery
",1.0
528,528,Dave Winterlich,"
Five Stars


love these, usually a 9 but these were too big so bought an 8 and they fit better
",1.0
529,529,frazer,"
Beware the description


Says unisex but these are women’s. far too narrow for men’s feet.
",0.0
530,530,Amazon Customer,"
Be aware of the sizing


My feet look a bit lost in this size. I didn't realise that they were available in different width fittings. I then bought the slim fit in navy and they fit perfectly!
",0.0
531,531,paul elliott,"
BRILLIANT


Can't go wrong with Birkenstock sandals, very comfortable
",1.0
532,532,Tina,"
FEET HEAVEN


Comfort at last!  AND they are on-trend ......... perfect!
",1.0
533,533,mumma blue,"
They fit perfectly and are very comfortable. Arrived ahead of expected date too


Nothing too much to say. They fit perfectly and are very comfortable. Arrived ahead of expected date too!
",1.0
534,534,Gpena,"
as what the most customer says 1 size down fits perfect. My husband is size 42 but I ordered ...


The reviews really helped,as what the most customer says 1 size down fits perfect. My husband is size 42 but I ordered 41 as what others advised and it's true, he loves it.
",1.0
535,535,Micaela johnson,"
Durable, well made Sandler’s


Great price on berks. I wore these all summer long on a trip, and they are great quality.  Will definitely purchase again!
",1.0
536,536,susan Williams,"
sandles for all occasions


love the product i have had plenty of wear out of them so far and they are so comfortable that i will be sorry when the winter comes and they have to goawayi have recommended them to anyone that will listen but to be fair lthe sandles are worn by everyone i know
",1.0
537,537,A real person,"
Quick service and delivery


I didn’t buy them for warmth
",1.0
538,538,barbara steggles,"
Anyone buying these really comfortable sandals, go for your size


Anyone buying these really comfortable sandals, go for your size, if they don't have them definitely do not go up as they will be too big.
",1.0
539,539,Declan,"
Great


Love them
",1.0
540,540,Amazon Customer,"
I like the sandals excellent quality and fit I would recommend ...


I like the sandals excellent quality and fit I would recommend these to anybody I think the price is reasonable they are very comfortable I give them 5 stars
",1.0
541,541,Chris,"
Quality plus


I bought these to replace an identical pair that have just worn out after 20 years of regular use.... Try the Birkenstock brand and you wont be sorry.
",1.0
542,542,jane prior,"
Five Stars


excellent quality as always from Birkenstock,just wish Amazon stocked more of them as choice is limited .
",1.0
543,543,Keira,"
Lovely present


Perfect classic
",1.0
544,544,Derelicks,"
HARD SOLE


LIKE WALKING ON CONCRETE
",0.0
545,545,Roger L Simpson,"
Good buy


I have had a pair of Birkenstocks for years having originally Bought  them from a shop after trying on, the sizes are on the large side but as long as you know this you can compensate by buying a size smaller than usual foot ware.The price  was excellent  and so was the delivery
",1.0
546,546,Mr &.,"
Get the right size


Reviews stated it is best to order a size smaller than you would normally be but they where to small. Therefore returned for a full refund. I have now ordered another pair half a size smaller than I usually wear and they fit perfectly.
",0.0
547,547,leairz,"
Great but too big.


My fiance is a UK size 13, which is a euro size 47. These were HUGE. Really wide at the front. We returned them, but you can tell they are great quality.
",1.0
548,548,michele,"
Arizona sandals


Only shoes I wear, all year round. Exceptionally comfortable.
",1.0
549,549,jake p.,"
Big


We’re at least 2 sizes to large, I am a mans size 12 or 13 Uk and have never had shoes that come to large think I would be a by there standards. Had to pay £9 for return postage so not happy
",0.0
550,550,Mr Christopher McHugh,"
Classic product


Wuelity product to replace an older pair
",1.0
551,551,Dr David A Humphreys,"
Comfortable sandles


Comfortable and replaces previous pair. Delivered on time
",1.0
552,552,avidreader,"
Sheer comford


I have missed out for years wearing these clogs.  The most comfortable sandals I have ever bought.  Wore nothing else on my recent two week holiday to France
",1.0
554,554,ChuzzyChu,"
I love this slipper!


Great slipper, durable, very comfy and feels great to wear.It arrived quickly - well packed in a plastic bag. The leather is tough and tender - as advertised.Keep up the good work, thanks guys!
",1.0
555,555,michele,"
Arizona sandals


Only shoes i wear all year round. Exceptionally comfortable
",1.0
556,556,Gillian,"
Good sandals


Once again these are very comfortable particularly now I know that I require the medium and not the narrow ones! I did make that error once and they were impossible to wear. I hope that sellers always specify the width as it makes all the difference!
",0.0
557,557,emanuele baldazzi,"
Good and very light sandals


Very nice and comfortable pair of sandals, ideal for the beach
",1.0
558,558,Michael Leys,"
Perfect fit and very comfortable


Love them.  Thanks
",1.0
559,559,SASHA,"
LOVE THEM SO MUCH


I love these sandals they fit like a glove. I am a size 4 but i ordered size 3.5 which fit good. (PLEASE PLEASE go on the birkenstock website and measure you feet it shows you measurements. this way you will know what size to purchase). I hope this helped god bless!
",1.0
560,560,Smitten,"
Excellent


They are gorgous
",1.0
561,561,Nancy,"
Great sandals


Love these and would buy again. I still think Mephisto are better in terms of quality and support but these are better looking and pretty comfortable.
",1.0
562,562,Leida Bakker,"
excellent


excellent
",1.0
563,563,Ellen Haining,"
Great shoes


They feel a bit hard to start with but soon wear in and I love them now.
",1.0
564,564,Jen,"
Love them


Perfect and great price
",1.0
565,565,elaine,"
Great


Great fit, great quality, good price, good delivery time, earlier than expected and in time for birthday Will buy again
",1.0
566,566,Sarah Jones,"
The ones that I received were not leather . . .


These are advertised as LEATHER uppers but they are SYNTHETIC. This has been pointed out by reviewers previously (since 2015) but the description has not been change. Very deceptive. However usual Birkenstock quality.
",0.0
567,567,J. Roscoe,"
Comfortable


A very good product, well made and comfortable and these have joined the black pair I bought last year. Paid for two day delivery and arrived promptly in time for birthday.
",1.0
568,568,ruth,"
excellent


excellent.  perfect Christmas present
",1.0
569,569,K. T. Humphreys,"
Perfect


So comfortable I ended up buying  two pairs. Delivery very good. Great value for money. Would recommend to all the people who have to stand all day especially.
",1.0
570,570,Dorothy McGarven,"
Too large.


The shoes are great but I needed them in a hurry, I thought I was ordering a female size 6, unfortunately it was a man's size. I had to return them.
",0.0
571,571,Nik,"
all other sandals seen like a waste of money


Save yourself a few quid and buy a pair that you'll wear for a long time. Got loads of other sandals from other manufactures I don't wear that I am not happy with
",1.0
572,572,Mrs T A Worrall,"
Shoes


Bought for hubby he loves them better than his old shabby pair. Being able to alter width has been a boon. Had to order smaller size which proved to be no problem.
",1.0
573,573,Mrs Q.,"
Perfect!


Perfect!
",1.0
574,574,billog,"
birkenstock, nuff said


Birkenstock are just the best things you can get to bung on your plates.Same as always, immutable, steadfast, unsurpassed, summer essential.Look great with tartan socks!
",1.0
575,575,Mr. Gary Crossett,"
very nice


These are a great fitting shoe as long as you go down one size. I am normally a size 9 in everything but got an 8 or 42 in these and they fit just right. These are also the normal width fitting. Also quick delivery. Very pleased.
",1.0
576,576,linda hill,"
The foot soft bed is comfortable


I have many Birkenstock sandals all the same size but these feel a little on the short size compared to my others.
",1.0
577,577,N. Briant,"
I bought these same sandals a couple years ago and ...


I bought these same sandals a couple years ago and they didn't seem as large as the latest pair I ordered.Although very confortable.
",1.0
578,578,Paul A. Adams,"
My mother loves it


Bought for my mother for here birthday. She absolutely loves it. The colour, fit and comfort is perfect for her.
",1.0
579,579,G. Farnell,"
Birkenstock Arizona Clog


Beautiful product, very comfortable. Bought on the recommendation of a friend and experience of other Birkenstock products. Not disappointed. A classic.
",1.0
580,580,Petite Fleur,"
Five Stars


Great, fits like a glove. A very comfortable pair of shoes
",1.0
581,581,Heather P,"
Lovely pair!


Fit perfectly and great as they go with lots of outfits
",1.0
582,582,John hughes,"
..


Really comfy
",1.0
583,583,Claire,"
Sizes incorrect on website


Ordered an 8 which is a 42 as per the size chart, received a 7.5 (41) which don’t fit. The 42 are £11 more expensive. Plus I have to go to the trouble of returning them. Not happy.
",0.0
584,584,maracucha,"
awesome


Lovely orthopaedic shoe, natural feel.
",1.0
585,585,Mrs L C L Hudson,"
Five Stars


So comfy love them been wearing them all summer and they hardly look worn
",1.0
586,586,Sonsu,"
Birkenstock quality


It's a great product.  The blue colour maybe a bit plain but the price for this particular one at £24.00 it's worth it even if colour is just blue.
",1.0
587,587,stephen wooff,"
Comfy as carpet slippers 👍🏻


Love them, so comfy, well madeTook a few days to break in, but like carpet slippers now...
",1.0
588,588,Red Green,"
Persevere if they feel strange at first, you won't regret it.


These sandals are so comfortable,  they take a while to get used to, but fit really well.  This is the 2nd pair I have bought and wouldn't hesitate to buy any more.
",1.0
589,589,B Donald,"
Love these


Just what I wanted
",1.0
590,590,Pennie,"
Birkenstocks


Brilliant sandals, so comfy and last for years!!! You can even get them refurbished either just resoled or complete sandal bed replaced by Birkenstock factory.
",1.0
591,591,IsM,"
I love it!


Perfect sandals.  Definitely worth getting the regular fit if you have wide feet.  Lovely comfortable sandals for walking and classy with it!
",1.0
592,592,ricard,"
A Great Purchase


Most satisfied with this item. Perfect fit and very comfortable. EU 43 is a size below my normal shoe size and I would suggest that potential buyers consider doing the same
",1.0
593,593,MRS SALLY T HOGBEN,"
Set for the summer


I just love these shoes.  Have had years of buying the toe-post ones, this year I thought I would try something different.  Great colour.  Can be worn with jeans or a skirt.
",1.0
594,594,Sophie Karlsson,"
Amazing


I listened to the reviews and bought a size 38 (am normally a size 39 or UK 6), and they are perfect. Slim fit are by no means super slim, just normal.Also, they are so comfortable, I would consider wearing nothing else ever again.
",1.0
595,595,miranda,"
Cosy feet


My husband says, another brilliant pair of Birkenstock, nothing else today except how comfortable he finds them to wear.
",1.0
596,596,HiFiMan,"
One of the best- is Birkenstock!


This is my second purchase of Birkenstocks'.First and foremost, they are extremely comfortable.Obviously, because I have bought them once again..I think they are trendy, fashionable and so on.I like very much how the insole is shaped to meet my foot.
",1.0
597,597,Anon,"
Always good and comfortable


This is my 4th pair in a row - last ones over 2 years old and have been very well used!
",1.0
598,598,J. H. Mccarthy,"
Five Stars


As always - splendid sandals; splendid service.
",1.0
599,599,Amazon Customer,"
Contemporary Classic


I ordered these and got them the next day with super saver delivery! Thanks Amazon :-)They fit perfectly, even with a pair of thick knitted socks - I checked the size in store beforehandI've worn them everyday since I bought them, so glad I purchased them.White colour is easy to to clean too.
",1.0
600,600,Fuzzalinda,"
Present


Bought as a present for my son, real value for money and he is still wearing them. Delivery very good, and they arrived well packaged and in very good condition.
",1.0
601,601,langers65,"
i love birkenstock but...


I ordered a size 42 (8) the same as my last pair but they are slightly larger. I hope when they get propperly broke in they will fit a bit better.
",0.0
602,602,rosemary,"
The delivery & product was great the only problem encountered was the scrolling through so ...


The delivery & product was great the only problem encountered was the scrolling through so many options from same supplier to find blue in size 9!
",1.0
603,603,Lep,"
So glad I finally got some


These are amazing
",1.0
604,604,Elizabeth Page,"
Five Stars


Very good looking Arizona sandals, but too big, so returned .
",1.0
605,605,Chris,"
comfortable shoes


great sandals for summer and so comfortable.it's worth going for the lower size as they are quite generous. A classic that beats most other sandals.
",1.0
606,606,taffysue,"
Birkenstock Arizona


These were bought for my husband and he is delighted with them.  He says they are very comfortable and wishes he'd been converted to Birkenstocks a long time ago.
",1.0
607,607,Penfold,"
Standard Birkenstocks


Had to get the Arizona as they don't seem to make the Laguna anymore :(.  But you cant fault Birkenstocks, they are sooo comfy and last for ages and this price you can't go wrong.
",1.0
608,608,maizey roberts,"
Poor fit


I am a size 5 and I purchased a size 4, they are still slightly too big. The main issue it that the buckles are in different places so one shoe fits great and the other is too loose but could not return as I only noticed after I had wore them for a few days. Unacceptable for such a expensive sandal.
",0.0
609,609,Katie Wilkinson,"
Very comfortable, and look as good with a dress as ...


The Arizona are the sandal of the summer this year. Very comfortable, and look as good with a dress as jeans. I usually wear a 5, but don't have a very wide foot. The 4 narrow were perfect. I've hardly taken them off this summer, and they look as good as knew.
",1.0
610,610,Yorkshire lass,"
Who would this fit?


Extremely ugly shoe
",0.0
611,611,Dr K M Johnson,"
Moms view ...


These were purchased for my son - if his is happy with anything I buy him then obviously I am happy as well ;)Also you cannot go wrong with birkenstocks
",1.0
612,612,Nimitta,"
Perfect, as always!


This is my second pair of Birkenstock clogs. They are extremely comfortable to wear and will last forever. I decided to spend 20 quids for Birkenstock rather than buying slippers at Tesco every three months. Before buying this pair I read the reviews. Some people had problems with size. I used the Birkenstock chart, and the size is just right. I wear 8 UK, and ordered size 40 for women.
",1.0
613,613,C. B,"
Mega comfi


I brought these for my Daughter who is on her feet all day, she loves them and says that she would recommend them to anyone.
",1.0
614,614,Mrs D,"
Ordered normal width and narrow width was sent


Usual Birkenstock quality however shoes do not fit.  I have reordered and hope Amazon do not make the same mistake again.
",0.0
615,615,Warren,"
Just great stock


As always (always being 35yrs) I just love my new Arizona full leather, fit perfectly, Thier already moulding to my feet and I know I've got months of them feeling more and more lovely, then years and years of them just more like apart of my foot
",1.0
616,616,Fiona Graham-Flynn,"
Great quality sandals


Very nice sandals, very pleased with them, they fit well.Typical of Birkenstock.
",1.0
617,617,johnc,"
HAD THESE BEFORE GOOD SANDLES


GOOD SANDLES
",1.0
618,618,Chtitepigou,"
the greatest sandals ever


Get the next size down with these, always. Otherwise amazing, I wear them all the time, they're incredibly comfy and go with everything. Much cheaper than in store as well.
",1.0
619,619,Anna Sutton,"
Comfy shoes


As I ordered 2 sizes one was going to be right & the other wrong .I had been told that Birkenstocks came up large so that's why I ordered both sizes but there was nothing wrong with the ones that were too small
",1.0
620,620,Diane,"
Good quality and comfort as you would expect


This item is a lovely sandal, ideal with trousers.  I ordered the 38 as Birkenstock always come up slightly bigger, I normally wear a 39.... they are perfect.
",1.0
621,621,Amazon Customer,"
👍


👍
",1.0
622,622,gill,"
Simple, robust style


As a walking sandal
",1.0
623,623,A D Williams,"
I should have ordered the extra wide size


Make sure you order what you want
",0.0
624,624,CS,"
Comfortable and nice to look at


These are well fitting,  keep feet cool and are slip-on so really easy to wear in and out the garden. Would recommend  - most certainly.
",1.0
625,625,Brian Serendip,"
Super quality


As ever excellent quality. Great for comfort and would highly recommend.
",1.0
626,626,EverythingNow,"
Five Stars


A quality product that supports the foot well and looks attractive.
",1.0
627,627,Rachel R,"
Quality


Good quality , should last a few years for beach wear
",1.0
628,628,Lilliput,"
Never-failing Birkenstock


The combination of Amazon and Birkenstock is unbeatable.Both reliable and constant in coming up with the right goods.A happy customer.
",1.0
629,629,Lionm,"
Lushness


BEST THINGS EVERRR and super comfortable. Stylish and snug on your feet! Wear them with socks if you're daring!
",1.0
630,630,Dave,"
Fits perfectly


No dislikes excellent
",1.0
631,631,Lou,"
To size and pretty comfy


But you  have to wear them in for a couple of walks before you get there. Worth it though! Very sturdy sandals that you won't have to worry about breaking midway through your walk!
",1.0
632,632,Mrs. H. Roxton,"
excellent product


excellent value, excellent service received and arrived 9 days earlier than due date.
",1.0
633,633,R. Spence,"
Sizing


I was hoping to replace an old pair of Mephisto sandals similar to the Birkenstock Arizona, but, the sizing was very big and despite ordering normal width fitting, it was too wide. I think this is a case of try before you buy. However the return and refund was very prompt.
",0.0
634,634,Alice.O,"
Great sandals


Once you get use to these Birkenstock sandals you want to wear them all the time
",1.0
635,635,G S,"
Made of very good quality and materials


Absolutely delighted with this purchase. The sandals are made of very good quality and materials and very comfortable to wear.
",1.0
636,636,Amazon Customer,"
Badly described and sizing doesn't mention the width difference.


Badly described. Narrow Fit and this is not specified in the product header or the size chart.  No replacement option available.  Customer service disgusting, just hang up on you.  Amazon need to seriously buck there ideas up.
",0.0
637,637,Ian Buckingham,"
Glad to be back in birks


I have recently had a problem with my foot, so decided that I needed extra support and ordered some birks. Have been in crocs for a while. Birks are much better support
",1.0
638,638,loopin,"
Love Birkunstocks


Fantastic service and shoes as always
",1.0
639,639,Amazon Customer,"
Great fit


Great fit , received in two days. Exactly what I wanted.
",1.0
640,640,JULIE ELDER,"
Excellent quality


Another pair to add yo my collection of Birkenstocks. Let's face it I wouldn't keep buying them if they weren't good.
",1.0
641,641,Amazon Customer,"
🥳


🎉
",1.0
642,642,Ptomo20,"
Five Stars


Shame they were too big - nothing wrong with the product though. Extremely comfy
",1.0
643,643,LeonieM,"
My 5th pair of Arizonas


I wear these as house shoes, even in winter, and am on my 3rd pair of white ones.  I also have black in leather and pink in Nubuck.
",1.0
644,644,dvdwylie,"
Proper Dad sandles.


These are great for around the house or in the garden. I hope they last as long as my last pair!
",1.0
645,645,Liz,"
Very comfortable


My husband loves these sandals.  Great for holidays abroad or for wearing around the house. He is a size 10 but needs a size 9 in these.
",1.0
646,646,Posiel,"
Brilliant


Love birkenstocks but being pricey i bought these as a birthday present and they have been worn ever since!
",1.0
647,647,Krugier,"
Love it.


Love the product. Might need to buy for my parents.
",1.0
648,648,Aly13,"
Very comfortable


Walked for 3 miles first time I wore these with no discomfort at all.After reading all the reviews I ordered a size smaller than I normally wear and these fitted well.
",1.0
649,649,A. Niel,"
Excellent purchase


I'd been looking to replace the pair I bought from Clark's, many years ago. These fit the bill perfectly. Good quality and a comfortable fit.
",1.0
650,650,Mr. R. O. Neil,"
5 star experience.


As these were a direct replacement for a pair that have lasted forever and a day, I had no hesitation in doing a straight reorder. The supplier came down to price which was excellent and the same went for delivery time. All in all a great purchase experience.
",1.0
651,651,Amazon Customer,"
Five Stars


You pay for what you get .brill.
",1.0
652,652,Dips.C,"
Love these, arrived promptly


Love these, arrived promptly, really comfy. Don't be put off if you have wide feet just because it says 'narrow feet' Birkenstocks are very generous with their size and i ordered  another pair which were marked 'Regular' they had to be returned as too wide as was not sure
",1.0
653,653,Wakeman,"
Comfortable sandals


Just what you'd expect from Birkenstocks. Comfortable & durable sandals that fit well.
",1.0
654,654,Ibuylotsoffamazon,"
Birkenstock are so comfortable. I just love it when the warmer weather ...


Birkenstock are so comfortable.  I just love it when the warmer weather starts so I can get my feet into them.
",1.0
655,655,L Barnes,"
LOVE BIRKIES! But these were too wide for me


LOVE BIRKIES! But these were too wide for me, I needed the slim version. I sized down to 6, when I'm usually a 6.5 to 7 in other shoes.
",1.0
656,656,Tony Finch,"
Birkenstock sandals


Quality sandals, very comfortable, nice looking and very stylish.
",1.0
657,657,Judith,"
Five Stars


Love my shoes they are very comfortable and the colour looks great
",1.0
658,658,Susan,"
Four Stars


Great mules very comfortable.
",1.0
659,659,Loudwater lin,"
Sandals  birkenstock


Good walking sandals
",1.0
660,660,cj,"
However the straps are adjustable and they very comfortable


Fit, as suspected a bit on the wide side - next time would choose the N fit when available ( not currently). However the straps are adjustable and they very comfortable
",1.0
661,661,Amazon Customer,"
Comfy fit


Good as usual
",1.0
662,662,Felix,"
I just love Birkenstocsk


I can not say how many Birks I have had, but there are no other sandals as good for fit, comfort and ease of wear.  Just great!
",1.0
663,663,jennifer okeeffe,"
Five Stars


Followed your fitting advise and they are perfect
",1.0
664,664,L Bates,"
Third pair of identical Birkenstocks


Bought these for my husband for our holidays as his previous two pairs were looking shabby.  He absolutely lives in them during summer months. Great fit and usual high quality shoe.
",1.0
665,665,TDII,"
Ready for the summer!


Bought to replace a very worn pair that saw me through the summer of 2013.Have always proven comfortable and have taken a lot of abuse! Hope these will be the same.
",1.0
667,667,Rick Jay,"
They seem pretty good, the synthetic strap material is not brilliant


Haven't worn them outside the house yet. They seem pretty good, the synthetic strap material is not brilliant.Very comfortable.
",1.0
668,668,MadOwl,"
Soo Comfortable


These are so comfortable - I thought I would have to break them in gradually but I didn't.  Really pleased with this purchase.
",1.0
669,669,D. Wilson,"
Love, love, love them!


These are the second pair I've bought, as after wearing my last ones 2 years running I decided they were looking a bit worn. They have taken a pounding as they are never off my feet, they're just so comfortable.
",1.0
670,670,flyfisher,"
Very comfortable!


Really worth spending the money on.  Very comfortable to wear.  Keeps my feet lovely and warm because of the cork in the sole.  Love them!!
",1.0
671,671,John McDonaugh,"
Good sandals


I also bought a blue pair ideal
",1.0
672,672,Peter N Shipton,"
Not sure if I would buy again


Alway worn birkenstocks but these ones have worn out very quickly
",0.0
673,673,Jan t,"
great


The second pair of these, so knew to get a size smaller, this style is maybe not the most dainty of sandal but the comfort is great. Best thing ever for your feet.
",1.0
674,674,Amazon Customer,"
Good price for original Birkenstocks


Beautiful sandals
",1.0
675,675,Gordon Gekko,"
Nice fit


Great fit and feel.
",1.0
676,676,Fletcher,"
Birkenstock Sandals


I have purchased 2 pairs of these previously from other suppliers.  The offer on these from Amazon made it well worth purchasing again for next summer. I returned to buy again in another colour  but the offer was restricted to one order so I was unlucky else I would have bought another colour.
",1.0
677,677,lin,"
My son loved these. His last pair he put in the ...


My son loved these . His last pair he put in the washing machine and they fell apart. He says they are so comfortable.
",1.0
678,678,Jay,"
Love them


Love these and they fit perfectly.
",1.0
679,679,Karima Mohamed,"
Good but be careful wrong size


Thé quality of the shoes is really good but be careful with the size as we ordered a UKsize 10.5 and it was massive. We ordered the 9.5 and it fits now so basically good but take one size down ;)
",1.0
680,680,Donna stuart,"
Birks


Nice sandals but these are going to be very hard to break in , there tuff !
",1.0
681,681,Hotfryingpan,"
Careful with sizing


I'm a 43 in every other shoe, but based on advice bought a 42.  Still had to return them to get a 41. Even they are a shade too big...but they are still really comfortable.
",0.0
682,682,shu aholic,"
Five Stars


Stunning shoes really pleased
",1.0
683,683,ROI,"
Good


Although they arrived in a different color, I like them!
",1.0
684,684,Rabia Bashir,"
Best sandals


Best sandals available...most comfortable and very sturdy...my husband absolutely loves them, won't go for any other brand or style of sandals. This is his 2nd pair, the first one was bought in 2010 & lasted till now.
",1.0
685,685,Mal Glen,"
Top quality


Bought to replace an old pair of the same, best quality sandals you can get
",1.0
686,686,Ron,"
brilliant product


brilliant product absolutely fantastic shoes, if they last as long as previous pair, they'll be buried with me
",1.0
687,687,Nicko,"
Excellent purchase, NB I wear 42 or 41 size ...


Excellent purchase, NB I wear 42 or 41 size shoes & would recommend a size 40 Birkenstock as being the perfect size.
",1.0
688,688,Granma,"
Good value


Comfortable sturdy and practical . Colour is quite neutral looks good with shorts or casual trousers-ideal for holidays would recommend.
",1.0
689,689,Mrs G,"
Check your shoe size as they come up bigger than actual size.


Like the product, but it was too big.  Should have remembered to order the next size down.  Have re-ordered in the correct size.
",0.0
690,690,Noahspapa,"
Comfort in walking.


If you want to feel good walking around, then wear these sandals.
",1.0
691,691,Jill E,"
The best!


Lovely Birkenstocks fitted my normal shoe size and good colour.
",1.0
692,692,Carron,"
Get a size smaller in my opinion


I usually take a 5 I buy these in a 4 and they fit perfect and these slim width ones are very comfortable for me
",1.0
693,693,Mr L.,"
i'm a regular user of these


and they are very comfortable but they only really last me a year, the cork comes away from the shoe at the toe end.won't put me off though
",1.0
694,694,vickie,"
large


Sent 41 size they were very large, but they are good quality, just waiting for my refund and smaller size to turn up
",0.0
695,695,Lillyloo,"
Five Stars


Brilliant so comfy and the blue colour is beautiful
",1.0
696,696,jane iles,"
Bargain!


I love these and good sale price too!
",1.0
697,697,KEVO,"
EXCELLENT VALUE FOR MONEY FOOTWARE


THESE ARE MY THIRD PAIR OF BIRKENSTOCK CLOGS, AND THEY TAKE NO TIME AT ALL TO WARE IN.THEY ARE SO COFORTABLE,THAT MY WIFE NOW AS THREE PAIRS,AND FRIENDS OF MINE,HAVE NOW STARTED TO PURCHASE THEM.
",1.0
698,698,Chameleon,"
The best sandals


Great service and keen price.I was replacing an old pair as these sandals last for years.Cannot fault the speed of delivery or the quality of Birkenstocks. I hope this pair are still going strong, if a bit shabby, after 8 years!
",1.0
699,699,me from here,"
I find Birkenstocks come up slightly large, so went ...


I find Birkenstocks come up slightly large, so went down to a size 5 from a 6 and they fit perfectly. As usual fast delivery.
",1.0
700,700,Kenny,"
Birkies


I love Birkenstock footwear and wear them all summer, when I can buy at this price it is too good to miss.
",1.0
701,701,Liz,"
Great - very comfortable


I have worn Birkenstock's for several years in the summer.  First time for this style - very easy to wear and practical
",1.0
702,702,gill,"
Worth the money


First pair of Birkenstock’s I’ve bought.  I bought unisex, size 38.  True to size and a good fit.  Pleased with them
",1.0
703,703,Amazon Customer,"
😀


😁
",1.0
704,704,Ruth Browning,"
These sandals are a nice white colour and are comfortable


These sandals are a nice white colour and are comfortable, nothing wrong with them and the correct width for me.
",1.0
705,705,Mrs Karen Draper,"
Excellent


I am very pleased with these sandals, I usually get leather ones but I couldnt find any in this size so I went for these instead, which were also cheaper. They are really comfortable and have not rubbed my feet at all from the first wear. Highly recommend
",1.0
706,706,"le,brick","
Birkenstock arizona


Excellent sandals had to buy two sizes smaller to fit me ,I'm usually size ten but bought 42 euro size which is supposed to be equivalent size 8 , very happy with them .
",1.0
707,707,Susan Tingle,"
Five Stars


Love the, once they got worn in they are very comfy.
",1.0
708,708,Lifelong Faery Fan,"
Great sandals!


Great sandals, love the design, fast delivery - thank you so much!
",1.0
709,709,Petra,"
Love Birkenstock, this pair the colour is a bit ...


Love Birkenstock,this pair the colour is a bit too shiny, doesn't show when ordered
",1.0
710,710,Amazon Customer,"
Fabulous fit!


These feel and look great! I'll be purchasing more of the same fit in other colours! Maybe white or silver?
",1.0
711,711,J. Roscoe,"
Comfortable and robust


Repeat purchase. The soles only last me one season, albeit a long period
",1.0
712,712,Amazon Customer,"
🥳


🎉
",1.0
713,713,Linda Gilliam-hill,"
Very pleased, and arrived very


Very pleased,and arrived very quickly
",1.0
714,714,Andrew P. Dawson,"
Comfort and style


A perfect fit and very comfortable to wear from day 1. The best sandals I've ever owned.
",1.0
715,715,Antigone,"
MENS sizes, not unisex!


The product is great, but it is too large! the ""unisex"" in the title does not correspond to the product delivered...
",0.0
716,716,TIM,"
Have work these for 20+ years and they are always great.


Materials seem to be getting a bit flimsier though? I used to repaiur when the sole came away from the leather upper but now I just throw away and buy another pair.
",1.0
717,717,AREG,"
Perfect, so comfy


Perfect, so comfy, glad i bought the slim/narrow pair instead of regular width, i find them much more supportive.
",1.0
718,718,isaac beveridge,"
Faulty product


This product seemed fine when I first used the item. However, after wearing on a 2 week holiday they started to fall apart.
",0.0
719,719,Stanley,"
Beautiful


Great buy
",1.0
720,720,Mr P J Smith,"
Good quality


Great sandle
",1.0
721,721,Ms. Louise Anne Collins,"
Five Stars


Love them..  if you are a half size...go down, not up
",1.0
722,722,Healthy reader,"
Great sandals at a great price


Great sandals at a great price, I have mine a year and wore them for two summers now, they are still in perfect condition, very comfortable.
",1.0
723,723,Amazon Customer,"
Good quality and comfy to wear


Love them even if they are slightly bigger than I would have hoped for.
",1.0
724,724,Miiss Marion J. Guest,"
COMFORTABLE


BROUGHT FOR MY SON AS HER LOVES BIRKENSTOCKS, HE WEARS AS SLIPPER AS WELL AS SANDLES GREAT IF YOU SUFFER BACK ACKE
",1.0
725,725,philip godfrey,"
Five Stars


Great, quality sandal
",1.0
726,726,cab,"
Happy


Good fit
",1.0
727,727,Amazon Customer,"
Standard Birkenstock sandals


The looks ok. Standard basic Birkenstock sandals, perfect for my brother who has problems and need a comfortable open shoes, this sandals are perfect for him.
",1.0
728,728,mummraa,"
birkenstocks


lovely comfy shoes for general wear or the beach which is where i wore these mostexcellent quality &comfort sandals
",1.0
729,729,Yianman1,"
Really nice


Great product
",1.0
730,730,Reginald Yellowe,"
Too too large


It's too large
",1.0
731,731,anne dempsey,"
Five Stars


Love these sandals  fantastic price,
",1.0
732,732,Delly,"
Just Perfect!


Birkenstock sandals are the best and these are just perfect. They smell lovely and fit my feet better than any other. They also wash nice.
",1.0
733,733,Mrs J A Russell,"
comfortable sandals


Always love these sandals. I take a size 5 and they are a little bigger than I expected but still like them.
",1.0
734,734,Anna Sozanska,"
Very Happy!


I tried these on in the store before purchasing so I did get the correct size, I am normally a size 38 in all shoes and they fit accordingly. I normally get very bad blisters on my feet, BUT for the first time ever I was able to wear a pair all day (had a big walking day around the city) and didn't have a single sore spot on my feet. Very pleased with the purchase!
",1.0
735,735,Vegas1312,"
Five Stars


Very comfortable thanks
",1.0
