,Name,Review,Suggestions/Complaints
213,Santosh Kumar Chaudhary,"
I loved it as I always wanted to experience Fire Stick OS



  *MUST READ*The product and the packaging was extremely good. I first thought that it might have been damaged because the packages brought by the delivery man were on top of each other. The fire stick OS is absolutely phenomenal. The best thing is that we don't have to pay any NCF fees or that just to stream on free applications. It is all good but sometimes it lags maybe due to my internet connection. In the third day of this I faced problems with my remote,I thought that it might be a problem of my TV but it wasn't, all other remote buttons were working just fine. I started panicking as it was my first time having a streaming device. The next day, I changed the batteries of the remote and it started working flawlessly. I am satisfied as I now cannot return my product as it will cost me almost double the cost I paid for it. Hopefully it works beautifully and without any lag in the future. Hoping for the best👍🏼🙏🏼

",0
214,Mohanrajan P.,"
Very Short HDMI cable



  Item could not be installed since the HDMI cable is very short for a wall mounted TV.  I had an HDMI cable, but could not use it since it has male/male ends. Had to buy a female/female extender and now waiting for two days to install. Amazon should give at least a one meter cable.

",0
215,Biswajit,"
Streaming quality ossue



  This fire stick need high quality internet connection and you have to use own amazon prime , Netflix, hotstar ID.If high quality internet required , then why not jio fiber or airtel xstreem

",0
216,Sach,"
Best smart tv



  This is the best gadget for converting non=smart tv into smart tv. Remove is additional direct buttons for Prime Video, Prime Music, Netflix and Apps. Most important thing is I liked too much is volume is controlled by fire stick. This feature was missing in the previous one.

",1
217,Abhinav,"
Best Smart Device



  I am writing the review after 1 full week of use. Below is the detail review :-Device Price/cost ::-I purchased Amazin fire tv stick plus which cost me around 3099/- rs with Sony liv + Zee5 + Voot annual subscription.U can lso purchase non subscription product but the difference is just 300 Rs and in which u get 1700/- rs of benifits.Please note without apps subscription the device is just playing You tube only. So. I recommended atleast get Prime and hotstar subscriptionStreaming quality ::-great streaming quality, convert your normal TV device in smart device, Internet connection required nand believe me just 5-10 mbps plan is enough to stream on full HD.Subscription activation ::-Believe me Sony Liv and voot can be subscribed without any problem. U jtt need to install the app and its showing u that u get the 1year membership and showing u a url, run it on yiur mobile device and enter the code which showing on Fire tv stick screen your subscription is started, u can also use it on your other mobile and PC Device as well.ZEE 5 Subscription ::-This is the most searched topic for this product, i also require Amazin customer care help to start this but by watching few You tube video i get how to start ZEE5.Its just simple you just need to clear cache and clear data of the app then uninstall the app and install it.And it shows 2 option u just chose 2nd one which was login with Amazon account and enter the OTP come on your Amazon account email and jayt after entering OTP,  It  will shows you the annual subscription.Please note if still it not helped again reinstall it 2nd time it will surely started.

",0
218,PM,"
All Live Channels will not sync into the Live channels list..



  All good but only one consAll live channels from zee5 subscriptions will not show under Live Channels list. I mean all live channels from all the loaded apps will not sync under Live channel List. So to watch those channels I have to go into individual apps and check.

",1
219,Deep,"
Poor quality



  Defective items.restart again and again.old version is very good.no Dolby Atmos and no TV control.

",0
220,Manpreet Singh,"
Amazing product



  Let’s talk about fire stick generation 3rd. The device is well built and have nice build quality. Installation setup is very easy and quick. I have android tv also if I compare both fire stick is quite fast. The most positive point is it’s speed and response time. Android tv get slow with time. I think voice command should be improved a bit according to Indian accent and battery cover should be bit more tighter which will make it long lasting to stay.

",1
221,Riyas Khan,"
Fire Stick 2021



  Boot time is lessBut my Onida LEO39FD (2014) is not compatible with power and volume buttons.Please check the comparability before buying.Will wait for 2021 lite version

",1
222,Jatin Gondaliya,"
Normal TV become Smart TV by Fire TV stick



  Amazon 3rd Gen Fire TV stick is good. By using it, your Normal TV become Smart TV.Remote is very Nice as it having dedicated buttons.There is no Google play store,  you have to download app from its own app store.Only 5 GB out of 8 GB memory for storage.And after installation of main regular apps, available memory will be 2.7 GB only.

",1
223,Bhanu pratap,"
Simply amazing device



  No words to describe my first feeling when I got this product, from packaging to installation all things was hassle free and simple and when I saw the quantity and audio Amazon claims its full hd and Dolby digital Plus supported and capable but beautiful picture and audio quality.in the end I hav to say if anyone thinking to covert old tv, monitor, lcd wheather it's normal or hd, full hd or 4k don't think twice just go for it .price I got 2700 which was good considering this amount of enjoying hrs on my tv.Thanks Amazon.

",1
224,Suraj Kuri,"
Serves the Purpose undoubtedly.



  It really serves the purpose of turning my tv into Smart tv. I had a samsung tv with Tizen OS so there was a limitation of apps and even some apps were not working properly but after putting the Firestick...the overall UI, speed, Alexa etc is working superb. No complaints till now... it really serves the purpose of buying the same and it's worthed. Thanks Amazon.

",1
225,Amaljith,"
Poor customer service



  I got the firestick on 28th of july . But after using for 2 hours remote stopped working . I tried replacing the batteries but still it wasn't working . So i contacted customer service and they gave some instructions but still no luck.  So finally they generated the replace option and i gave the pickup location. But even after 5 days they didn't pickup . So again i contacted customer service now they're saying there's no pickup and I've to send it myself through courier.

",0
226,SC Batra,"
HDMI Extender not working.



  HDMI extender not working.  I need replacement of this item.  Then i will give 5 star rating.  Fire stick is working fine.  Every time I want to remove the stick, I have to remove the tv from wall mount and then remove.

",0
227,Amit Gehlot,"
Volume control button



  While adding tv(ONIDA MARVEL LED 32"") in equipment, first it ask for power on/off which work well on IR PROFILE CODE #586 only but doesn't work on next step volume. When I contacted customer support they said firetv stick remote volume button is not working and advice reorder new remote.. But when I added Bluetooth speakers to firetv, the firetv remote volume working for speakers. That's means Developers need to updates IR PROFILE CODE #586 for Onida Marvel Led 32"" Tv. Just for volume control I have ordered Amazon Firetv Stick 3rd gen.. If it doesn't work for my tv then it is useless. So it is better to buy 2nd gen firetv stick which 1000 rupees less in cost.

",0
228,sameer gupta,"
Big issue. Very difficult to watch live channels



  To watch live channels we hav to always open related app. For example if you want to watch sab tv you hav to open sony live app. Live channels list is not showing in interface. We can not even see program timings. In home page interface  not a single live channel is showing. This problem is having only in fire stick 2021. So  it is nightmare to reach at live channels. Not showing ON NOW  option on home page. Not showing channel guide. If you command alexa to open aaj tak or any other live channel it will not show the specific live channel. This is software issue. Could be resolved in future. Till now not enjoying all the benefits of fire stick 2021. Very disappointed. Thinking to replace it with old fire stick having all the features.

",0
229,Aparna Saha,"
The remote doesn't work






                    The media could not be loaded.
                




   Although the item was replaced once by yourself, the remote is still not working. The power button, Alexa voice button, and the volume button does not work. I am highly unsatisfied with the product. Please return, replace or refund my order.

",0
230,Amazon Customer,"
Almost perfect



  So much faster than my previous Gen 1 Fire Stick. The new UI is meh (banner full of ads is not what I want to see when I start it up), but the performance has been faultless so far. Boots up quickly too. And no issues with Bluetooth peripherals like the previous one. Only deducting one star because of the abysmal build quality of the remote. The joystick and the battery cover creak every time I hold it. Feels extremely fragile. Added buttons on the remote are a timesaver. But please do something about it’s build in the next iteration.

",1
231,anju,"
Never buy discounted one



  I already had the gen1 firetv. Bought this as was in discount. But the volume key never tuned to my HITACHI TV. The streaming of Amazon prime is bad. Screen freezes often. Sometimes goesback. Would have considered network issue but other apps work well. Used for 20days and dont know if i can replace it. Screen freezes quite frequently

",0
232,Shaurya,"
Ok ok



  It has some cons and pros;-Talking about cons:-1. Often not able to connect to wifi even when it is  available and other devices are connected to it  at the same distance.2.  Sometimes it shows remote is not paired.3.  The hotkeys sometimes behave abnormally like  when you press it, it will restart the device. I  have to switch off the tv and rrestart.Now pros:-1. Navigation was butter2. Full hd content3. Easy UI4. U can also extend storage by using spiltter, although not required till now.My conclusionI ordered a replacement because of above stated cons but in general device is good.

",1
233,MV Rao,"
Excellent



  This is my third fire stick and bought all generations of fire sticks. Voice search, on/off button, volume inc/dec are new features. Remote looks sleek and trendy. Two of my four led tvs are non-smart and Amazon fire stick is working so well on these. Of course now it is slowly becoming redundant with more and more smart tvs coming.

",1
234,NIKKI,"
Simply Amazing !



  I was already having a smart TV with you tube & Netflix as the only 2 options . However I wanted to explore other OTT platforms too . I had even thought of replacing my Sony TV. Then a friend suggested Fire stick ! I ordered it & since then I have watched almost all good shows on OTT ….what I love the most is now I don’t need to type the Alexa speaker has made it so easy for me …..I think everyone who doesn’t have OTT on their TV but have an HDMI port should go for it !

",1
235,Debasish,"
taking unwanted control over my TV settings



  After connecting this firestick, the TV's color setting profile is automatically get changed to Auto. (Where as I am keeping the Color profile as Cinema). Initially I though its my TV's problem. but this is only happening when I use the firestick. I am using this with Sony Bravia 43"" LED (non smart).

",0
236,RAHEEM,"
Simple, plain



  Good purchase I would say. The initial setup took sometime (probably due to my slow net connection). Amazon prime comes pre-installed. You might need to manually download other streaming platforms. The Remote is cool and handy. Works well with all navigation. The volume button only works for the TV. It doesn't have a volume function built in inside the Stick I think. Picture quality is good.  Regarding Audio, I connect the Fire Stick directly to my Harman AVR HDMI port which has only upto Dolby TruHd capability not Atmos. The display will always shows Dolby Digital Plus. And on new Amazon titles I get a clearer 3.2.1 surround sound @48Khz and 2.0.0 on old titles where the display still shows Dolby Digital Plus!Overall, it's a good buy. If you have a Dolby Atmos capable receiver and setup, then just go blindly and enjoy!

",1
237,Naveed,"
Good overall experience



  Navigation on Voice/Alexa is a little exerciseOne drawback which Amazon needs to fix on Alexa or Fire TV Stick is connectivity on 2.4 GHz router which takes at least 10 - 15 minutes to connect where in connects instantly on 5 GHz. Just for this bug users should switch to a new router... does not make sense

",0
238,S. N.,"
Remote just stopped working...



  I have been using the product for the last 3/4 months, but the Remote suddenly stopped working from yesterday. I tried all the methods given in the Amazon product care, like changing the batteries, relinking the remote, unplugging the firestick and plugging it again, etc. etc., but the remote just doesn't work. Would be great if someone could tell the solution, or replace the product....

",0
239,Lavin Chaudhary,"
Always take screenshot



  Item is good but don't believe on Amazon. Anyone buy any product with any offer always get screenshot of that. Because after delivery thay told there was no such offer available. I bought this item on prime sale day with 5 apps free subscription,i.e, voot, voot kids, aha, discovery plus and lionsgate play...but now they are saying there was not such offer...

",0
240,gbird,"
Poor Support



  I could not pair the remote with the fire stick. Followed all the instructions.  Sad part is Amazon doesn't let you contact them. You go to customer service then choose products and either replace it or get a refund if eligible. There is no basic support where you can ask someone few questions. Sone simple details can avoid a lot of unnecessary returns and refunds.

",0
241,Nirmal Sehgal,"
Not working properly again



  If any program is put on hold and restarted it doesn’t start from where we have left but requires afresh starting

",0
242,Vivek Narayanji,"
Very cool



  This is my first time buying the Amazon fire tv stick and its very good i really liked it a lot. U can make your non smart tv into a smart tv with this fire stick its that good.  The alexa feature is also good can make our task so easy with our voice recognition. But the Amazon fire tv stick gets heated soon when u use full HD streaming, but other wise its very good. 👍👍😊

",1
243,Rajesh Sundararaj,"
Superb streaming device



  Mine is smart tv already but no support to hotstar and zee5 OTTs. That's the main reason I bought this device. Using this for the past two weeks and most of the times I don't see any lag. Sometimes I feel delayed response time Of fire stick.What I like:1. I bought it for 2099 during Amazon sale. For this price, this device is worth for each rupee we spent (I was thinking to buy mi box 4k considering the price earlier)2. Navigation and set up is smooth3. Streaming quality is really awesome4. Controls to operate TV. I feel this is very important as my original tv remote id already broken5. Alexa voice search: I like this a lot6. Preset button: though I'm not using much, this is very useful featureWhat can be added:1. App Store not offering all the apps that are available in play store of other android streaming device. If all the apps available, some education related apps like seesaw for ex. can be used on tv. This device deserves 5 star but due to this point and next, only 4 star at the moment2. If possible, offering play store also would be great something similar to galaxy store and play store on Samsung smart phones3. Alexa voice search is useful to open apps and play movie or songs on same OTT. If we want to switch to other app and sub task inside, Alexa could not get it. For ex, if I want to open and play a song in youtube from other apps, it just opens youtube but not completing the rest of the commands. Google assistant is better in this aspect4. Experiance of screen mirroring is pathetic. But I don't use this as almost all the apps that I use are available in fire stick. I tried just to check the feature

",0
244,Mohan Kishore U.,"
Remote not pairing up with device. It’s 3rd gen fire tv stick, aug 2021 manufactured.



  Seems there is a problem with newer fire tv stick device and Amazon engineering team already working on this as per the information from fire tv stick forums. Contacted customer service, they helped me to troubleshoot the Issue. I was asked to purchase a new remote and with that my fire tv stick is working well. Once I returned defective remote, money was refunded.

",1
245,Ishita Goel,"
It's a life saver for mums who are actually tired of their kids watching all waste cartoons.



  This is a great product. I just love and purchasing Amazon prime is a great deal. Now it saves my dth 600+ bucks.I was really tired of my 5 yr old watching daily soaps and hindi water cartoons.Now I am really happy we watch only relatable stuff. Also it's saving our monthly rs 600 for dth recharge

",1
246,Chandan Injeti,"
Awesome product



  Alexa Firestick and Echo Dot are an amazing products from Amazon and our kids are enjoying like anything with this Voice recognizing devices..

",1
247,Joydeep Mukherjee,"
Superrrr..



  There are two devices 1.Amazon Fire Stick and 2.Mi . Personally I love Mi devices. But after thorough analysis, I find this Amazon Fire Stick HD version to be little bit on higher class quality.Streaming speed is great. Alexa is doing good. Space saving. Lot of daily use streaming apps are there. Games are there.But one thing is the remote should be more hard. I have bought the device through Times prime subscription at a relatively cheaper price. Expecting to use it for a long time.

",1
248,Amazon Customer,"
Defective Software on Fire Stick



  Go to Settings / Display & Audio / Audio / Advanced Audio - there are 2 settings for Volume Leveller and Dialogue EnhancerThey are OFF by default. Turn both ON and exit and go watch something and come back in some time.They will have turned OFF miraculously. Its very annoying !!!Got the device replaced but problem still exists. So be aware before buying...Asked for upgrade to 4K stick but they can only refund now.Disappointing product.

",0
249,shyamal kumar ghosh,"
Nice..,.,...only screen mirroring with redmi note 8 pro not working



  Everything else is improved but display mirroring is not working with my redmi note8 pro..although for my previous fire tv sticks(3 nos.)  Redmi note8 pro got connect ed instantly....

",0
250,saurav,"
Bluetooth audio doesn’t work



  All very good except Bluetooth audio didn’t work. Tried to return or replace the stick with customer care while it was in return window I was told it will work please update software and no need to return and it’s been month still not working and no update from fire stock department. Very unprofessional behaviour from amazon fire stick department with business customers also.

",0
251,Gautam,"
Best OTT streaming device



  I have moved from Fire TV Gen 2 to this new one. There is a big difference between the two and it is definitely the best OTT streaming device in India.Volume control for the sound bar/tv made available on the remote has added to the experience.If you are looking for one then go for it.

",0
252,Zeeshan,"
MUST BUY FOR A NON SMART AND EVEN FOR A SMART TV.



  The Amazon Fire TV Stick (3rd Gen) is a full-HD streaming device priced at INR 2,700. It is meant for use with affordable televisions and gets easily plugged into the HDMI port of your television. Powered by the MediaTek MT8695D processor, it runs on Amazon's Fire OS 7 (based on Android 9) and is supported by 1GB of RAM. It includes all major apps and services are supported on Fire OS, such as Netflix, Disney+ Hotstar, and YouTube, in addition to Amazon's own Prime Video. Fire OS also supports the Apple TV app, which currently isn't available on the Android TV platform.The Amazon Fire TV Stick (3rd Gen) delivers much of the same experience as the Amazon Fire TV Stick 4K in terms of streaming. The UI is easy to use, performance is reliable and its wide app support makes this the best full-HD streaming device you can buy today.

",1
253,Skipper.,"
Not working, flickering screen issue.



  Cant stream, as soon as it turns on screen starts flickering.Had a talk at length with technical support, return not yet approved, hope i dont lose my money. Fingers crossed.

",0
254,Dr. Shubir Walter Abraham,"
Works fine



  I bought it to convert my tv to smart tv and to play all kinds of movies on usb to tv. So it has served both purposes so far i use my phone hotspot when i use firestick not wi fi all the time

",1
255,Tarun Patel,"
Fast, smooth and simply great



  This is my first fire TV stick. I wanted to upgrade TV but finally decided to make it smart by this device. I am happy with this decision. Saved almost 65000/- for sony 50"" TV.Performance wise it is very smooth. No lagging of picture. Sound quality is awesome.  New version of remote with additional buttons is very time saving.

",1
256,Toton _ Mrinmoy,"
Very useful



  M using Samsung 20 inch pc moniter via hdmi converter and it's work fine.... Also 1080 n HD play... You can use sound Bluetooth speaker.. M using alexa echo dot portable speaker is work fine no sound lac while using TV.. Live channel work properly.. Remote control sound +- also work... But moniter don't off via fire stick remote but television is off on via remote monitor don't off on... It's very useful product... I phurche time it's coat 2399rs

",1
257,Aman Jaiswal,"
Zee5 live channels not working



  Everything is good and perfect except zee5 app. If you have zee5 premium subscription and planning to watch live channels with ease then forget it my friend. You can watch live channels under going in zee5 app but not access in live section feature of fire tv. Only some channels of zee5 is showing. Beside it, every app is running fine. Not sure with Sony liv app whether its live channel is showing or not. Haven't tested , will test it soon.

",0
258,Mumtaz khan,"
Worth it!!!



  Hi....writing a review after one week...this firestick is awesome...it has converted my normal tv to a smart tv...my son is enjoying the youtube...as of now we r stuck to hou tube most of the time...and netflix m using my broz account...but youtube is overall gud and enough...m using my mobile hotspot...and it runs pretty well...frm morning to evening first day we were continously watching...it consumed 5gb ...since it was a weekend data rollover so i had no issues...i wnt to convey that hotspot also works...so u guys can relax...secondly i also connected my phone mirroring  ..so when my son has his online class i connect my phone on tv screen...so now this issue is also solved...i dont have to buy a desktop which i was planning to.....so guys this 4000thing has solved lots of my issue...so plz go for it...its hd display is awesome...very gud clarity...thanks Amazon...one more thing...my three yr old son gives instuction to Aleza and gets played wht he wants...hehee...

",1
259,amol,"
Great replacement for Chromecast!!



  I had been using Chromecast for past 2-3 years and it worked well. But recently started giving too many cast issues and decided to buy firestick.The firestick is very good with playing content without any buffering issues.It's seamless and a great replacement for Chromecast!!

",0
260,Nithiya Shree K B,"
Very important thing for expensive non-smart TVs.



  Everything was very good in this stick. The only dissapointment in this stick was that there was no playstore available. I jope the team shoild introduce this feature asap. A must-buy for expensive non-smart TVs.

",1
261,Pritam Dey,"
As always ..Fire TV stick best..



  I am using fire TV stick from last 2 year ..In one word fire TV stick is best..I upgrade just because of remote and Good offer had so I ordered .But previously device and this device is same ..so if you not like me I mean always want new think then not to upgrade else go for it

",1
262,DEVASSY P V,"
Hasle free streaming and picture quality is also super



  Video streaming through fibre optic internet connection is extremely good. Voice recognition and volume control everything is functioning very well. This is one week experience after receiving the stick. But, I feel the rate (Rs.3999/-) is somewhat high. It should be around 3000.

",1
263,ANKU,"
Awesome product by Amazon



  This is awesome1) The picture quality and the audio.2) The build quality is great.3) Voice recognition works perfectly fine.4) The fire tv stick software is very smooth.Areas of development -1) Increase the RAM2) Option to install Jio TV

",1
264,Amazonite,"
Do not buy



  This 3rd generation, is not value for money, or worth buying, as most of new features/ options in 3rd Generation Firestick, do not work properly, LiveTv or livetv function do not work with most of the  application. Hence dedicated functionality of live tv button is waste to add on remote. 8gb ROM is not worth price tag ₹3999/-.  Even FireStick is slow, hang issue, needs improvement in RAM management. Randomly, I faced Screen-freezing issue on internet/ wifi settings when reached to check connectivity issues ( wifi was connected, still not able to utilise/ access), and a lot more issue, I wrote multiple mail to them, but primeVideo/ amazon not able to resolve this til the date.

",0
265,Vik,"
Defective item sent



  Tried with 2 different TVs of different brands but this fire stick failed to start pairing with the remote. Ordered replacement though dont know will again get defective piece or what. I dont know whats wrong with amazon, since past 2 times the electronic items i order have been sent faulty in the first time, ordering replacements wastes time aswell and amazon will gradually loose customers

",0
266,Amazon Customer,"
Not working properly with Standard LG TV



  The audio is not playing. Video is fine. We have an old LG standard TV. Have informed firestick technical team. They said the matter will be escalated upwards...but no response yet. Waiting.

",0
267,Faisal Aziz,"
Compatible with almost all Non Smart Tvs



  I was bit Skeptical while buying this since I got a Non-Smart TV of Brand Vise(Available only with Vijay Sales & Lotus Electronics)Firestick works perfectly although it took me some time to map Firestick with TV but it worked smoothly.Firestick is working perfectly including TV and Firestick operation.Just one suggestion to developers make remote mapping automatic as it takes a long time to map .

",1
268,Rupak Mukherjee,"
2020 Fire Stick 2021 Remote



  I have always been a fan of Amazon Fire Stick and this is my second device. The remote is a gem.One thing I realised is if it would have a custom button option down below so users can set any app as per their choice. That would be amazing. I suppose Amazon will roll this update this feature in their upcoming releases 🙂enjoying the product. Packaging was ok, the delivery was before the expected date so I am happy.It also works great with monitors with VGA cable connected to a HDMI to VGA converter.The remote doesn't work for me because it's an IR blaster. I expected it to control the volume from the firestick itself because I am using it on my monitor and connected a speaker to it.

",1
269,Prateek,"
No Customer Service reach!



  Firestick has suddenly stopped working. It only shows logo but dosent start. I have tried all the trouble shoot mentioned on the website but nothing worked. Now I am trying to reach Amazon's Customer service but there absolutely no information available anywhere. Device is still under warranty but when I try the replace option it dosent work! Can anybody please suggest how to reach their customer service?

",0
270,Firoz Khan,"
Fire Stick is good with a very bad power adapter



  Fire stick is always a bench mark. This is my second fire stick and I am not happy with its power adapter. It keep restarting the Fire Stick again and again within every few minutes. I replace the product but again I am facing same power adapter issue. I am using Amazon fire Stick with a MI mobile charger :( . If Amazon is reviewing this comment please cross check the power adapters power output.

",0
271,Sachin,"
Not what it used to be!



  The UI went an update some months ago. It has taken a turn that is ugly and hard to navigate. Ads are now plastered on the home page. The UI is very sluggish for a long time after first start. To get to your list of apps, you need to navigate through multiple unnecessary steps.

",0
272,Aswin,"
Good product



  The streaming stick is fast and responsive. Setup is easy and straightforward. I could not connect the stick directly to the HDMI port as  the ports are very close on my TV and I had other ports occupied too. So I used the provided HDMI extender to connect the stick to the TV. Connecting this way also helps to provide better WiFi connectivity as there is lesser interference from the proximity to the TV.

",1
273,deepak kumar,"
Stuck on initial screen



  Review after 4 monthStuck on initial screenNo remote workNo reset worksNow no one to solve puzzleComplete wasteTill 4 months works good but now deadReview edited now againGot call from Amazon after posting reviewAnd they sort out my problem replacing with new one.

",0
274,Priti,"
My  experience



  I bought this for rupees 2,200 in a sale almost 3 months ago and I think this is best product for u if u don't have smart tv. At rupees 2,200 this is the best  for the price . I would don't recommend you to buy this for rupee 3,000 because there are other good options at this price range . If you  are getting this product for below repees 2400 just buy it .Let's talk about the pros and consPros -1. Value for money (I bought this for rupees 2,200)2. Good interface or ui3. Remort quality is good4. Remort can control both tv and fire tv  StickCons-1. Ui lags sometimes2. The ui is based on android but there is  No play store so u can't download many  apps dricectly For given app store (you  can download some of the apps with  another ways3. There is no pendrive slot4. Voice integration is not that good ( like  3.5 out of 5 starsCONCLUSION (must read) - this is best smart tv divice below rupees 2,400 . You should not buy is for rupees 3,000 as there are other options .

",1
275,Sagar Handoo,"
Good option but lacks somewhere



  Nice way to convert non smart TV to Smart one. But underperforms in several areas1. User interface is not user friendly, specially the elderly ones faces hard time to manage2. Remote volume and power buttons not pairing with several tv models. Magic eye configuration would have been a better option.3. Alexa voice control is really poor4. Appstore is really missing several good TV apps like ditto TV, Jio Tv etc forcing users to use hacks or buy additional subscriptions integrated TV apps are really poor and provide only FTA channels even after subscriptions. Forcing to rely on individual channel apps like zee 5, Sony LIV, Voot etc with seprate subscriptions  for live TV streaming

",1
276,Dhiren,"
Not compatible with Sony TV



  After using 1 year suddenly fire stick is not working with Sony Tv Amazon replace my stick but same issue with new one... I have 2016 and 2012 model of sony tv but not working on both... First check then buy... And Amazon not refunding my money

",0
277,DHARMESH GUNAGE,"
To problems in firestick



  Product is good but its extension cable is not good while connecting it blue screen error comes on the TV also so there is one more problem whenever we turn off TV and instrument fire stick, and then when we on the TV and firestick it did not connect to the internet every time I have to forgot the password of Wi-Fi and reconnect with new password then only it connect to the internet every time I have to add password although I have save the password in Amazon these two mistakes are there in this instrumentPlease solve these two problems or otherwise I have to return the instrument in sometime I will try if I did not get good satisfaction result I will return the product so I request the management team to undertake this problem and resolve it as early as possible

",0
278,Surjeet Mukherjee,"
Awesome product must BUY!!



  This is really an amazing product. I have been using Fire Stick since 2017. Now I have upgraded to this latest model. It makes viewing experience very smart. You can easily convert your normal HDMI supported TV into a smart TV and access wide range of applications. The sound and picture quality is superb. The features on the remote are awesome. It has smart mirroring from mobile, Bluetooth connectivity, WiFi etc. Overall a must buy product!! Thanks.

",1
279,rupak mukherjee,"
Doesn't have sony sports channels and any zee5 channel at all






                    The media could not be loaded.
                




   It's good but it doesn't have sony sports channels and zee5 channels on the homepage. Why?

",0
280,Amazon Customer,"
Best product to buy..



  Amazing product by amazon which supports streaming of many entertainment apps like amazon prime video, Netflix, Youtube and so on.... for watching movies, series, documentary, live news, cooking show and many more. Best part is inbuilt features like voice command alexa which listen to your request and plays based on the available search list and it supports dolby atmos plus feature which is an add on to the feature list. We have used it in Tv and projector, it works very well and no complaints so far. Best product to buy which is reliable, portable, good packaging and easy to use.

",1
281,Grace D.,"
Important



  The Amazon fire tv is superb.I was very happy using it.It worked for one year without any problem.Now the remote is not working.And to buy a new remote it costs Rs 2000 which is too expensive.small request to you Amazon pls lower your rates of the remote.My fire tv is useless now without remote.My kids r fed-up without it.pls help.

",1
282,Visaxade,"
Value for $$$



  Good value for money as it's a step towards home automation control and away from not so exciting Chromecast. Ease of use and setup make it idiot friendly. Amazon needs to improve and focus on media content and ensure high quality HD content for any apps that are hosted on the firestick platform.

",1
283,zubin najmi,"
Bluetooth headset volume low



  Everything fine except the Bluetooth earphones volume is low even when you set the volume 100% level......even the call center technicians could not figure out the problem.My bedroom TV has a 2nd generation fire tv stick, the same Bluetooth headset works great somuch as I have to keep the volume at 70% of max level...

",0
284,Yogesh B.,"
Aug-21 manufactured product. Remote not getting paired at all



  I was excited to use this product but was disappointed that Remote is not at all getting paired with Fire TV stick. I tried all online troubleshooting options multiple times right from web articles to youtube videos and even spent extra money to buy new batteries but it still doesn't work as it is supposed to. I also checked recent review of the product and a lot of users including me are facing same issue with Aug-21 manufactured product. Anyone else that is going to buy the is product in current sale (Oct-21) please give it a thought for now. Maybe buy in next sale and if lucky we won't get Aug-21 manufactured product with issues. Finally, returning this product. Will probably buy it again in next sale and hoping to get lucky that time.

",0
285,manav kolakaluri,"
An amazing streaming device!



  I would recommend to buy this only if you have a 1080P resolution Tv because when I plugged it into my 4k TV the resolution was too sharp and didn't seem good at all maybe because it was trying to upscale the resolution to match the TV's resolution. But after plugging into a 1080p screen the resolution was really good. The interface is snappy and personally I had no issues with it.

",0
286,Harsh,"
Great product and makes tv a smart tv with minimal cost.



  Would recommend anyone buying a 32inch or smaller tv to get a non-smart tv from a good brand like Sony / Samsung / LG and then just buy a Fire tv Stick 3rd gen to make it a smart tv.Since 32inch smart-tv's are usually not that smart enough and have limited applications with no voice control. Fire tv stick solves the problem very economically. Would definitely recommend this product.Note: there have been issues lately with Sony Liv app (not working) on fire tv stick (is the reason that I rated it 4 stars overall)

",1
287,BBT,"
Good product



  Easy to install. Streaming is good, voice alexa control is awesome. I bought it for 3990 while on the next day its available at 3199 . So wait proper for right price before u buy

",1
288,Tushar G.,"
To convert TV into Smart TV



  Amazon/ Amazing Quality, I use with ultrafast fibre net connection >100mbps, smooth streaming of YouTube, Prime, HotStar & SonyLiv, Amazn...ing spins quality. Go for it 10/10 to Amazon product IT team for developing such a brilliant product. I have stopped using AppleTV & Chromecast. 👍

",1
289,balraj sharma,"
Audio quality and volume button



  I used this device and i am also having mi box. its not properly manage audio. Its audio quality low as compared mi box. I have used it with my 24 inch hdmi monitor and sundbar with it. its volume switched not working with it i know its for managing direct led tv but it should also support this to manage stick output device, that is supported in mi box. So i am not using for my personal use i switch it with my tv mi box.

",0
290,Yashaswee A.,"
Faulty Remote supplied with new unit



  Faulty Remote Control arrived with newly ordered . I received this unit today and felt unhappy to see that its volume and mute key is not working. This is sad part for the quality control of this company. Else I have given 5 star to this product. They are changing price each time, last time I bought for 2499 in oct 2020. It became faulty, I was said that refund will be made. I had purchased this for 3199 and again remote is faulty. But straming quality and interface is better than Mi. Manufacturers should ensure proper quality check

",0
291,Rishi Khanna,"
Absolute Trash do not buy



  This products sucks even though its from amazon. Wasted an hour trying to start it for that first time, doesn't work keeps restarting and stuff. It's supposed to be user friendly but it's freaking trash. Plz buy mi box

",0
292,Sach,"
A good upgrade



  I was using 2nd gen firetv stick purchased in 2018. Its definitely a good upgrade, nit UI, fast processor. I noticed good Internet speed with this one, my old TV stick was most of the time lagging but with same Internet connection new firetv stick is working absolutely fine.

",1
293,DivyakanthM,"
Connected us to the world



  Stream quality good.. no lagCasting works very smoothThough sometimes it lags to close app or switch app but it's not noticeableI don't use voice recognition because it's crapAlexa Almost just does nothing after every commandit changed our normal tv to smart tv & gave us a common ground enabled us to watch shows as family . I'm contempt

",1
294,Philip John,"
Malfunctioning Amazon Firestick (3rd Gen)



  I bought a Amazon Firestick (3rd Generation) on 14th January. I noticed that during the course of a movie- Amazon Prime, Netflix, Disney Hotstar etc. the SOUND would disappear. I wanted to observe some more but the problem continued. I wanted to order a replacement before one month but saw that the return should have been done before 28th January - within TWO WEEKS. I am disappointed.

",0
